Player,Opp,Team,Pos,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Tyler Lockett,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.3,2.0,0.0,3.3,50.4,0.4,7.9
Emmanuel Sanders,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.6,0.0,4.8,61.4,0.3,7.7
Pierre Garcon,Pit,WAS,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.1,0.4,7.3
Julian Edelman,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.5,2.9,0.0,5.2,54.8,0.3,7.1
Sterling Shepard,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,56.9,0.3,6.9
Vincent Jackson,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,51.5,0.3,6.8
Tavon Austin,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,3.2,16.5,0.1,4.2,44.2,0.2,6.8
Willie Snead,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.0,0.3,6.7
Torrey Smith,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,56.5,0.3,6.7
Steve Smith Sr.,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,50.2,0.3,6.6
Corey Coleman,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,55.6,0.2,6.6
Stefon Diggs,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,4.2,55.0,0.3,6.6
Michael Thomas,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,47.5,0.4,6.4
Kenny Britt,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,50.3,0.2,6.3
Kelvin Benjamin,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,42.7,0.4,6.3
Kenny Stills,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,52.2,0.2,6.2
Phillip Dorsett,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.4,2.3,0.0,3.1,40.8,0.3,6.1
Mike Wallace,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.4,42.7,0.3,6.0
Mohamed Sanu,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.4,2.4,0.0,4.0,48.2,0.3,6.0
Will Fuller,Chi,HOU,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,3.1,49.3,0.3,6.0
Allen Hurns,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,47.9,0.3,5.8
Terrance Williams,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,42.2,0.3,5.7
Markus Wheaton,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,49.9,0.3,5.7
Chris Conley,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,41.3,0.3,5.7
Terrelle Pryor,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.5,0.0,3.3,46.3,0.3,5.6
Travis Benjamin,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,49.1,0.2,5.5
Kevin White,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.6,0.2,5.5
Eli Rogers,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,42.8,0.2,5.4
Anquan Boldin,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,46.7,0.2,5.4
Tajae Sharpe,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,5.1
Jermaine Kearse,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,32.6,0.3,4.9
Devin Funchess,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.5,0.3,4.9
Chris Hogan,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.4,37.6,0.3,4.6
Kamar Aiken,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,38.0,0.3,4.5
Robert Woods,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,2.9,34.8,0.2,4.5
Jamison Crowder,Pit,WAS,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,34.5,0.2,4.5
Tyler Boyd,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.5,3.1,0.0,2.8,35.6,0.2,4.4
Ted Ginn Jr.,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.3,31.5,0.2,4.3
Charles Johnson,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,37.4,0.2,4.2
Victor Cruz,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34.1,0.2,4.2
Quinton Patton,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.1
Rishard Matthews,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.4,0.2,4.1
Braxton Miller,Chi,HOU,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.6,3.6,0.0,2.9,32.1,0.2,4.1
Brandon LaFell,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,30.9,0.2,4.1
Andrew Hawkins,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.8,31.8,0.1,3.7
Davante Adams,@Jax,GNB,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,27.2,0.2,3.4
Seth Roberts,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,29.4,0.2,3.4
Quincy Enunwa,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.6,0.2,3.2
Jaelen Strong,Chi,HOU,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,24.0,0.2,3.1
Dorial Green-Beckham,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.6,0.2,3.1
Marqise Lee,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.4,2.8,0.0,2.1,22.6,0.2,3.0
Andre Johnson,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,28.6,0.2,3.0
Cole Beasley,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.4,0.2,3.0
Tyrell Williams,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.2,0.2,3.0
Sammie Coates,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.9,0.1,2.9
Albert Wilson,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.9,24.3,0.1,2.8
Nelson Agholor,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,22.8,0.1,2.8
J.J. Nelson,NE,ARI,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.2,21.8,0.1,2.8
Rod Streater,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,25.7,0.1,2.8
Eddie Royal,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.4,23.2,0.1,2.7
Leonte Carroo,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,28.3,0.1,2.7
Bradley Marquez,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.2,0.1,2.6
Laquon Treadwell,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.8,0.1,2.6
Adam Humphries,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.6,0.1,1.9
Paul Richardson,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.0,0.1,1.8
Rashad Greene,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.3,0.1,1.8
Quan Bray,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7,0.1,1.7
Jared Abbrederis,@Jax,GNB,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.1,1.7
Jordan Norwood,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.2,0.1,1.7
Ryan Grant,Pit,WAS,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.1,1.6
Adam Thielen,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,1.4,18.5,0.1,1.6
Harry Douglas,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.3,0.1,1.6
Breshad Perriman,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,0.1,1.6
Jeremy Kerley,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,19.3,0.1,1.6
Jakeem Grant,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,15.0,0.1,1.6
Marquise Goodwin,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.0,0.1,1.6
Justin Hardy,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.0,0.1,1.6
Josh Huff,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,0.1,1.6
Brian Quick,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.6,0.1,1.5
Malcolm Mitchell,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.5,0.1,1.5
Rashard Higgins,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.7,0.1,1.5
Dontrelle Inman,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.3,0.1,1.4
Aaron Burbridge,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,0.1,1.4
Lucky Whitehead,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,1.1,4.7,0.0,0.4,4.9,0.0,0.5
Brice Butler,NYG,DAL,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.1,0.5
Ty Montgomery,@Jax,GNB,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.6,0.0,0.6,8.3,0.1,0.5
Tavarres King,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.1,0.1,0.4
Greg Salas,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,0.4
Cordarrelle Patterson,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.4,4.9,0.0,0.4
Danny Amendola,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,0.6,7.9,0.0,0.4
Corey Brown,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.7,0.0,0.7,9.0,0.1,0.4
Dwayne Harris,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,3.0,0.0,0.3
Chris Moore,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,0.3
Andre Roberts,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.4,0.0,0.3
Jeff Janis,@Jax,GNB,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.3
Jalin Marshall,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Trevor Davis,@Jax,GNB,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.3
Cody Latimer,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.8,7.9,0.0,0.3
Andre Holmes,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,0.0,0.3
Taylor Gabriel,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.8,0.0,0.3
Tyreek Hill,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.3
Deonte Thompson,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Darrius Heyward-Bey,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.0,0.3
Rashad Ross,Pit,WAS,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0,0.2
Justin Hunter,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,0.2
Devin Hester,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Aldrick Robinson,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.8,0.0,0.2
De'Anthony Thomas,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.7,0.0,0.2,2.5,0.0,0.2
Alex Erickson,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.2
Cecil Shorts III,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.2
Demarcus Robinson,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.0,0.0,0.2
Eric Weems,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.1
Jarius Wright,@Ten,MIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.1
Walter Powell,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.1
Brandon Coleman,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.1
Jaron Brown,NE,ARI,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0,0.1
Keith Mumphery,Chi,HOU,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.1
Brandon Tate,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Russell Shepard,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.1
Isaiah Burse,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.1
James Wright,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.1
Brenton Bersin,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.1
Damiere Byrd,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.1
Jordan Payton,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.1
Ricardo Louis,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.1
Marc Mariani,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Joshua Bellamy,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.1
Cameron Meredith,@Hou,CHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.1
Roger Lewis,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.1
Bryan Walters,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.0
Cody Core,@NYJ,CIN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.0
Kendall Wright*,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.0
Pharoh Cooper,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Thomas,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerricho Cotchery,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Welker,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roddy White,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Cribbs,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Washington,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Moore,TB,ATL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Jennings,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Avant,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marques Colston,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Austin,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Bowe,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Jones,@Wsh,PIT,WR,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Jones,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Simpson,LA,SFO,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Jerome Caldwell,@Ind,DET,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Slater,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Johnson*,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Gibson,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hartline,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Harvin,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Murphy*,@Atl,TAM,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Nicks,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Ogletree,@Dal,NYG,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arrelious Benn,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Easley*,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Cooper,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Williams,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seyi Ajirotutu,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Moore*,@Phi,CLE,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Parker,** BYE **,FA,WR,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Danario Alexander,@KC,SDG,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Hankerson,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Little,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Brown,Oak,NOR,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denarius Moore,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lockette,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Morgan,Buf,BAL,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ross,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Blackmon,GB,JAC,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Hill,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rueben Randle,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,@Ari,NWE,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Graham,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Toon,@SF,LAR,WR,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVier Posey,Car,DEN,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaVon Brazill,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Givens,Cle,PHI,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kashif Moore,SD,KAN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Palmer,@NO,OAK,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Owusu,Cin,NYJ,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Tyms,Det,IND,WR,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Fuller*,Mia,SEA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Boykin,@Bal,BUF,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griff Whalen,@Sea,MIA,WR,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaRon Byrd*,@Den,CAR,WR,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brittan Golden,NE,ARI,WR,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damaris Johnson,Min,TEN,WR,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
