Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Sam Bradford,@Car,MIN,QB,W 22-10,18/28,171.0,1.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Andy Dalton,Den,CIN,QB,L 17-29,21/31,206.0,0.0,1.0,6.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Blake Bortles,Bal,JAC,QB,L 17-19,24/38,194.0,2.0,3.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Cody Kessler,@Mia,CLE,QB,L 24-30,21/33,244.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0
Ben Roethlisberger,@Phi,PIT,QB,L 3-34,24/44,257.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0
Brock Osweiler,@NE,HOU,QB,L 0-27,24/41,196.0,0.0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Blaine Gabbert,@Sea,SFO,QB,L 18-37,14/25,119.0,0.0,1.0,5.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Marcus Mariota,Oak,TEN,QB,L 10-17,17/33,214.0,0.0,2.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Trevone Boykin,SF,SEA,QB,W 37-18,7/9,65.0,1.0,1.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Carson Palmer,@Buf,ARI,QB,L 18-33,26/50,287.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Tom Brady,Hou,NWE,QB,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Vick,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,@Mia,CLE,QB,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,@Car,MIN,QB,W 22-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,Chi,DAL,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,@NO,ATL,QB,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,Atl,NOR,QB,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,@GB,DET,QB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,Min,CAR,QB,L 10-22,1/1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,Oak,TEN,QB,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,@Dal,CHI,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,@Ind,SDG,QB,L 22-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,SF,SEA,QB,W 37-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,@Mia,CLE,QB,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,@Buf,ARI,QB,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,Cle,MIA,QB,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,Bal,JAC,QB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,Wsh,NYG,QB,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,Atl,NOR,QB,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,Pit,PHI,QB,W 34-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,SD,IND,QB,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,Chi,DAL,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,@Jax,BAL,QB,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,@NYG,WAS,QB,W 29-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,LA,TAM,QB,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,Min,CAR,QB,L 10-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,@Sea,SFO,QB,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,@Sea,SFO,QB,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Kaepernick,@Sea,SFO,QB,L 18-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,@Jax,BAL,QB,W 19-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,@NE,HOU,QB,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,Chi,DAL,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,SD,IND,QB,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,@Mia,CLE,QB,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,NYJ,KAN,QB,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,@NE,HOU,QB,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,Chi,DAL,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,SD,IND,QB,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,@Cin,DEN,QB,W 29-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,@NO,ATL,QB,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,Oak,TEN,QB,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,Ari,BUF,QB,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,LA,TAM,QB,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,@KC,NYJ,QB,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,Wsh,NYG,QB,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,@NO,ATL,QB,W 45-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,@Buf,ARI,QB,L 18-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,@Dal,CHI,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,LA,TAM,QB,L 32-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,NYJ,KAN,QB,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,@Ten,OAK,QB,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,@Car,MIN,QB,W 22-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,@Mia,CLE,QB,L 24-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Garoppolo,Hou,NWE,QB,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,Den,CIN,QB,L 17-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,Wsh,NYG,QB,L 27-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,@Dal,CHI,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,Den,CIN,QB,L 17-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,@NE,HOU,QB,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,NYJ,KAN,QB,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,@Dal,CHI,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,@Phi,PIT,QB,L 3-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,@Dal,CHI,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,@KC,NYJ,QB,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,@TB,LAR,QB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,@TB,LAR,QB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,Atl,NOR,QB,L 32-45,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,Det,GNB,QB,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,@TB,LAR,QB,W 37-32,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,@Cin,DEN,QB,W 29-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,@KC,NYJ,QB,L 3-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,@Ten,OAK,QB,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,Ari,BUF,QB,W 33-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,NYJ,KAN,QB,W 24-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,@NYG,WAS,QB,W 29-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,@GB,DET,QB,L 27-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,Bal,JAC,QB,L 17-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,Den,CIN,QB,L 17-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,Cle,MIA,QB,W 30-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,@Car,MIN,QB,W 22-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,SD,IND,QB,W 26-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,Det,GNB,QB,W 34-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Fitzpatrick,@KC,NYJ,QB,L 3-24,20/44,188.0,0.0,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Devonta Freeman,@NO,ATL,RB,W 45-32,0/0,0.0,0.0,0.0,14.0,152.0,0.0,5.0,55.0,1.0,5.0,0.0,0.0,0.0,26.0
Tevin Coleman,@NO,ATL,RB,W 45-32,0/0,0.0,0.0,0.0,12.0,42.0,3.0,3.0,47.0,0.0,3.0,0.0,0.0,0.0,26.0
Carlos Hyde,@Sea,SFO,RB,L 18-37,0/0,0.0,0.0,0.0,21.0,103.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,24.0
LeSean McCoy,Ari,BUF,RB,W 33-18,0/0,0.0,0.0,0.0,17.0,110.0,2.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,23.0
LeGarrette Blount,Hou,NWE,RB,W 27-0,0/0,0.0,0.0,0.0,24.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
Christine Michael,SF,SEA,RB,W 37-18,0/0,0.0,0.0,0.0,20.0,106.0,2.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,22.0
David Johnson,@Buf,ARI,RB,L 18-33,0/0,0.0,0.0,0.0,19.0,83.0,2.0,3.0,28.0,0.0,6.0,0.0,0.0,0.0,22.0
DeMarco Murray,Oak,TEN,RB,L 10-17,0/0,0.0,0.0,0.0,16.0,114.0,1.0,5.0,41.0,0.0,5.0,0.0,0.0,0.0,21.0
Jeremy Hill,Den,CIN,RB,L 17-29,0/0,0.0,0.0,0.0,17.0,97.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
Todd Gurley,@TB,LAR,RB,W 37-32,0/0,0.0,0.0,0.0,27.0,85.0,2.0,1.0,-5.0,0.0,2.0,0.0,0.0,0.0,20.0
Darren Sproles,Pit,PHI,RB,W 34-3,0/0,0.0,0.0,0.0,2.0,-1.0,0.0,6.0,128.0,1.0,6.0,0.0,0.0,0.0,18.0
Mark Ingram,Atl,NOR,RB,L 32-45,0/0,0.0,0.0,0.0,15.0,77.0,0.0,4.0,30.0,1.0,6.0,1.0,0.0,0.0,18.0
Charles Sims,LA,TAM,RB,L 32-37,0/0,0.0,0.0,0.0,13.0,55.0,1.0,6.0,69.0,0.0,8.0,0.0,0.0,0.0,17.0
Ezekiel Elliott,Chi,DAL,RB,W 31-17,0/0,0.0,0.0,0.0,30.0,140.0,0.0,2.0,20.0,0.0,2.0,0.0,0.0,0.0,16.0
Frank Gore,SD,IND,RB,W 26-22,0/0,0.0,0.0,0.0,21.0,82.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,14.0
Melvin Gordon,@Ind,SDG,RB,L 22-26,0/0,0.0,0.0,0.0,16.0,35.0,1.0,4.0,43.0,0.0,7.0,0.0,0.0,0.0,13.0
Wendell Smallwood,Pit,PHI,RB,W 34-3,0/0,0.0,0.0,0.0,17.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0
Shane Vereen,Wsh,NYG,RB,L 27-29,0/0,0.0,0.0,0.0,11.0,67.0,1.0,2.0,28.0,0.0,5.0,0.0,1.0,0.0,12.0
Orleans Darkwa,Wsh,NYG,RB,L 27-29,0/0,0.0,0.0,0.0,10.0,53.0,1.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,11.0
Lamar Miller,@NE,HOU,RB,L 0-27,0/0,0.0,0.0,0.0,21.0,80.0,0.0,4.0,27.0,0.0,6.0,0.0,0.0,0.0,10.0
Eddie Lacy,Det,GNB,RB,W 34-27,0/0,0.0,0.0,0.0,17.0,103.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,10.0
Kenjon Barner,Pit,PHI,RB,W 34-3,0/0,0.0,0.0,0.0,8.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Latavius Murray,@Ten,OAK,RB,W 17-10,0/0,0.0,0.0,0.0,10.0,37.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0
Damien Williams,Cle,MIA,RB,W 30-24,0/0,0.0,0.0,0.0,1.0,15.0,0.0,3.0,10.0,1.0,3.0,0.0,0.0,0.0,8.0
Jay Ajayi,Cle,MIA,RB,W 30-24,0/0,0.0,0.0,0.0,7.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Jordan Howard,@Dal,CHI,RB,L 17-31,0/0,0.0,0.0,0.0,9.0,45.0,0.0,4.0,47.0,0.0,6.0,0.0,0.0,0.0,8.0
Alfred Morris,Chi,DAL,RB,W 31-17,0/0,0.0,0.0,0.0,5.0,19.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,7.0
Isaiah Crowell,@Mia,CLE,RB,L 24-30,0/0,0.0,0.0,0.0,15.0,79.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Duke Johnson Jr.,@Mia,CLE,RB,L 24-30,0/0,0.0,0.0,0.0,10.0,69.0,0.0,5.0,12.0,0.0,7.0,0.0,0.0,0.0,7.0
Matt Jones,@NYG,WAS,RB,W 29-27,0/0,0.0,0.0,0.0,17.0,65.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,7.0
John Kuhn,Atl,NOR,RB,L 32-45,0/0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Matt Forte,@KC,NYJ,RB,L 3-24,0/0,0.0,0.0,0.0,15.0,65.0,0.0,2.0,-1.0,0.0,4.0,0.0,0.0,0.0,6.0
Robert Turbin,SD,IND,RB,W 26-22,0/0,0.0,0.0,0.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Lance Dunbar,Chi,DAL,RB,W 31-17,0/0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Jerick McKinnon,@Car,MIN,RB,W 22-10,0/0,0.0,0.0,0.0,16.0,45.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0
Bilal Powell,@KC,NYJ,RB,L 3-24,0/0,0.0,0.0,0.0,4.0,30.0,0.0,6.0,41.0,0.0,6.0,0.0,1.0,0.0,5.0
Fozzy Whittaker,Min,CAR,RB,L 10-22,0/0,0.0,0.0,0.0,5.0,22.0,0.0,5.0,34.0,0.0,6.0,0.0,0.0,0.0,5.0
Spencer Ware,NYJ,KAN,RB,W 24-3,0/0,0.0,0.0,0.0,20.0,75.0,0.0,1.0,8.0,0.0,1.0,0.0,1.0,0.0,5.0
Cameron Artis-Payne,Min,CAR,RB,L 10-22,0/0,0.0,0.0,0.0,12.0,47.0,0.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,5.0
DeAndre Washington,@Ten,OAK,RB,W 17-10,0/0,0.0,0.0,0.0,6.0,57.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0
DeAngelo Williams,@Phi,PIT,RB,L 3-34,0/0,0.0,0.0,0.0,8.0,21.0,0.0,4.0,23.0,0.0,7.0,0.0,0.0,0.0,4.0
