Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Joe Flacco,@Cle,BAL,QB,W 25-20,25/45,302.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Marcus Mariota,@Det,TEN,QB,W 16-15,25/33,238.0,2.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Matthew Stafford,Ten,DET,QB,L 15-16,22/40,260.0,1.0,1.0,2.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Drew Brees,@NYG,NOR,QB,L 13-16,29/44,263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Josh McCown,Bal,CLE,QB,L 20-25,20/33,260.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Eli Manning,NO,NYG,QB,W 16-13,32/41,368.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0
Carson Wentz,@Chi,PHI,QB,W 29-14,21/34,190.0,1.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Russell Wilson,@LA,SEA,QB,L 3-9,22/35,254.0,0.0,0.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Brock Osweiler,KC,HOU,QB,W 19-12,19/33,268.0,1.0,2.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Trevor Siemian,Ind,DEN,QB,W 34-20,22/33,266.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0
Andrew Luck,@Den,IND,QB,L 20-34,21/40,197.0,1.0,1.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Case Keenum,Sea,LAR,QB,W 9-3,18/30,239.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Jacoby Brissett,Mia,NWE,QB,W 31-24,6/9,92.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Alex Smith,@Hou,KAN,QB,L 12-19,20/37,186.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0
Brian Hoyer,Phi,CHI,QB,L 14-29,9/12,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Jameis Winston,@Ari,TAM,QB,L 7-40,27/52,243.0,1.0,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
Jay Cutler,Phi,CHI,QB,L 14-29,12/17,157.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Tom Brady,Mia,NWE,QB,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Vick,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,GB,MIN,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,@Wsh,DAL,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,@Oak,ATL,QB,W 35-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,@NYG,NOR,QB,L 13-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,Ten,DET,QB,L 15-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Anderson,SF,CAR,QB,W 46-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,@Det,TEN,QB,W 16-15,0/0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,Jax,SDG,QB,W 38-14,0/1,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,@LA,SEA,QB,L 3-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,Bal,CLE,QB,L 20-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,TB,ARI,QB,W 40-7,1/4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,@NE,MIA,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,@SD,JAC,QB,L 14-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,NO,NYG,QB,W 16-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,@NYG,NOR,QB,L 13-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,@Chi,PHI,QB,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,@Den,IND,QB,L 20-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,@Wsh,DAL,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,@Cle,BAL,QB,W 25-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,Dal,WAS,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,@Ari,TAM,QB,L 7-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,SF,CAR,QB,W 46-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,@Car,SFO,QB,L 27-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,@Car,SFO,QB,L 27-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Kaepernick,@Car,SFO,QB,L 27-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,@Cle,BAL,QB,W 25-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,KC,HOU,QB,W 19-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,@Wsh,DAL,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,@Den,IND,QB,L 20-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,Bal,CLE,QB,L 20-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,@Hou,KAN,QB,L 12-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,KC,HOU,QB,W 19-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,@Wsh,DAL,QB,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,@Den,IND,QB,L 20-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,Ind,DEN,QB,W 34-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,@Oak,ATL,QB,W 35-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,@Det,TEN,QB,W 16-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,NYJ,BUF,QB,L 31-37,1/1,10.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,@Ari,TAM,QB,L 7-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,@Buf,NYJ,QB,W 37-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,NO,NYG,QB,W 16-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,@Oak,ATL,QB,W 35-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,TB,ARI,QB,W 40-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,Phi,CHI,QB,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,@Ari,TAM,QB,L 7-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,@Hou,KAN,QB,L 12-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,Atl,OAK,QB,L 28-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,GB,MIN,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,Bal,CLE,QB,L 20-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,@Pit,CIN,QB,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,NO,NYG,QB,W 16-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,Phi,CHI,QB,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,@Pit,CIN,QB,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,KC,HOU,QB,W 19-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,@Hou,KAN,QB,L 12-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,Phi,CHI,QB,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,Cin,PIT,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,Phi,CHI,QB,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,@Buf,NYJ,QB,W 37-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,Sea,LAR,QB,W 9-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,Sea,LAR,QB,W 9-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,@NYG,NOR,QB,L 13-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,@Min,GNB,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,Sea,LAR,QB,W 9-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,Ind,DEN,QB,W 34-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,@Buf,NYJ,QB,W 37-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Kessler,Bal,CLE,QB,L 20-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,Atl,OAK,QB,L 28-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,NYJ,BUF,QB,L 31-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,@Hou,KAN,QB,L 12-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,Dal,WAS,QB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,Ten,DET,QB,L 15-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,@SD,JAC,QB,L 14-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,@Pit,CIN,QB,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,@NE,MIA,QB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,@LA,SEA,QB,L 3-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,GB,MIN,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,@Den,IND,QB,L 20-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,@Min,GNB,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Matt Forte,@Buf,NYJ,RB,W 37-31,0/0,0.0,0.0,0.0,30.0,100.0,3.0,2.0,9.0,0.0,3.0,0.0,0.0,0.0,28.0
Isaiah Crowell,Bal,CLE,RB,L 20-25,0/0,0.0,0.0,0.0,18.0,133.0,1.0,1.0,15.0,0.0,1.0,0.0,0.0,0.0,20.0
DeAngelo Williams,Cin,PIT,RB,W 24-16,0/0,0.0,0.0,0.0,32.0,94.0,0.0,4.0,38.0,1.0,5.0,0.0,0.0,0.0,18.0
LeGarrette Blount,Mia,NWE,RB,W 31-24,0/0,0.0,0.0,0.0,29.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0
Melvin Gordon,Jax,SDG,RB,W 38-14,0/0,0.0,0.0,0.0,24.0,102.0,1.0,3.0,18.0,0.0,3.0,0.0,0.0,0.0,17.0
Ryan Mathews,@Chi,PHI,RB,W 29-14,0/0,0.0,0.0,0.0,9.0,32.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,15.0
Giovani Bernard,@Pit,CIN,RB,L 16-24,0/0,0.0,0.0,0.0,5.0,17.0,0.0,9.0,100.0,1.0,11.0,0.0,1.0,0.0,15.0
Latavius Murray,Atl,OAK,RB,L 28-35,0/0,0.0,0.0,0.0,8.0,57.0,1.0,6.0,44.0,0.0,6.0,0.0,0.0,0.0,15.0
C.J. Anderson,Ind,DEN,RB,W 34-20,0/0,0.0,0.0,0.0,20.0,74.0,1.0,3.0,19.0,0.0,5.0,0.0,0.0,0.0,14.0
DeMarco Murray,@Det,TEN,RB,W 16-15,0/0,0.0,0.0,0.0,12.0,89.0,0.0,7.0,56.0,0.0,7.0,0.0,0.0,0.0,13.0
David Johnson,TB,ARI,RB,W 40-7,0/0,0.0,0.0,0.0,12.0,45.0,0.0,3.0,98.0,0.0,5.0,0.0,0.0,0.0,13.0
Tevin Coleman,@Oak,ATL,RB,W 35-28,0/0,0.0,0.0,0.0,12.0,46.0,1.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0,12.0
Matt Jones,Dal,WAS,RB,L 23-27,0/0,0.0,0.0,0.0,13.0,61.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,12.0
Ezekiel Elliott,@Wsh,DAL,RB,W 27-23,0/0,0.0,0.0,0.0,21.0,83.0,1.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0
Frank Gore,@Den,IND,RB,L 20-34,0/0,0.0,0.0,0.0,13.0,44.0,0.0,3.0,19.0,1.0,3.0,0.0,0.0,0.0,11.0
Chris Johnson,TB,ARI,RB,W 40-7,0/0,0.0,0.0,0.0,16.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Fozzy Whittaker,SF,CAR,RB,W 46-27,0/0,0.0,0.0,0.0,16.0,100.0,0.0,3.0,31.0,0.0,4.0,0.0,1.0,0.0,11.0
Lamar Miller,KC,HOU,RB,W 19-12,0/0,0.0,0.0,0.0,25.0,83.0,0.0,2.0,14.0,0.0,2.0,0.0,0.0,0.0,9.0
Devonta Freeman,@Oak,ATL,RB,W 35-28,0/0,0.0,0.0,0.0,17.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
LeSean McCoy,NYJ,BUF,RB,L 31-37,0/0,0.0,0.0,0.0,15.0,59.0,0.0,4.0,31.0,0.0,5.0,0.0,0.0,0.0,8.0
Robert Turbin,@Den,IND,RB,L 20-34,0/0,0.0,0.0,0.0,3.0,10.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Mike Gillislee,NYJ,BUF,RB,L 31-37,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,7.0
Spencer Ware,@Hou,KAN,RB,L 12-19,0/0,0.0,0.0,0.0,10.0,57.0,0.0,2.0,48.0,0.0,3.0,0.0,1.0,0.0,7.0
Corey Grant,@SD,JAC,RB,L 14-38,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,1.0,0.0,0.0,0.0,7.0
Kenyan Drake,@NE,MIA,RB,L 24-31,0/0,0.0,0.0,0.0,2.0,12.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,7.0
Alfred Morris,@Wsh,DAL,RB,W 27-23,0/0,0.0,0.0,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Christine Michael,@LA,SEA,RB,L 3-9,0/0,0.0,0.0,0.0,10.0,60.0,0.0,3.0,26.0,0.0,4.0,0.0,1.0,0.0,6.0
Charcandrick West,@Hou,KAN,RB,L 12-19,0/0,0.0,0.0,0.0,6.0,61.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,6.0
Jeremy Langford,Phi,CHI,RB,L 14-29,0/0,0.0,0.0,0.0,11.0,28.0,1.0,1.0,6.0,0.0,2.0,0.0,1.0,0.0,6.0
Todd Gurley,Sea,LAR,RB,W 9-3,0/0,0.0,0.0,0.0,19.0,51.0,0.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,6.0
Eddie Lacy,@Min,GNB,RB,L 14-17,0/0,0.0,0.0,0.0,12.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
Chris Thompson,Dal,WAS,RB,L 23-27,0/0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,57.0,0.0,4.0,0.0,0.0,0.0,5.0
Theo Riddick,Ten,DET,RB,L 15-16,0/0,0.0,0.0,0.0,11.0,37.0,0.0,4.0,28.0,0.0,5.0,0.0,0.0,0.0,5.0
Terrance West,@Cle,BAL,RB,W 25-20,0/0,0.0,0.0,0.0,11.0,42.0,0.0,1.0,15.0,0.0,3.0,0.0,0.0,0.0,5.0
Jeremy Hill,@Pit,CIN,RB,L 16-24,0/0,0.0,0.0,0.0,11.0,22.0,0.0,3.0,37.0,0.0,5.0,0.0,0.0,0.0,5.0
Duke Johnson Jr.,Bal,CLE,RB,L 20-25,0/0,0.0,0.0,0.0,3.0,12.0,0.0,4.0,44.0,0.0,5.0,0.0,0.0,0.0,5.0
Darren Sproles,@Chi,PHI,RB,W 29-14,0/0,0.0,0.0,0.0,12.0,40.0,0.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,4.0
Mark Ingram,@NYG,NOR,RB,L 13-16,0/0,0.0,0.0,0.0,9.0,30.0,0.0,4.0,17.0,0.0,4.0,0.0,0.0,0.0,4.0
Shane Vereen,NO,NYG,RB,W 16-13,0/0,0.0,0.0,0.0,14.0,42.0,0.0,3.0,24.0,0.0,3.0,0.0,1.0,0.0,4.0
Derrick Henry,@Det,TEN,RB,W 16-15,0/0,0.0,0.0,0.0,9.0,40.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0
Devontae Booker,Ind,DEN,RB,W 34-20,0/0,0.0,0.0,0.0,9.0,46.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0
