Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Derek Carr,@Jax,OAK,QB,W 33-16,23/37,200.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Trevor Siemian,Hou,DEN,QB,W 27-9,14/25,157.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Russell Wilson,@Ari,SEA,QB,T 6-6,24/37,225.0,0.0,0.0,1.0,-2.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,9.0
Ryan Fitzpatrick,Bal,NYJ,QB,W 24-16,9/14,120.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Eli Manning,@LA,NYG,QB,W 17-10,24/37,196.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Case Keenum,NYG,LAR,QB,L 10-17,32/53,291.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Geno Smith,Bal,NYJ,QB,W 24-16,4/8,95.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
Sam Bradford,@Phi,MIN,QB,L 10-21,24/41,224.0,1.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0
Joe Flacco,@NYJ,BAL,QB,L 16-24,25/44,248.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Carson Wentz,Min,PHI,QB,W 21-10,16/28,138.0,1.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0
Brock Osweiler,@Den,HOU,QB,L 9-27,22/41,131.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
Cody Kessler,@Cin,CLE,QB,L 17-31,9/11,82.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Brian Hoyer,@GB,CHI,QB,L 10-26,4/11,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Mike Vick,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,@Cin,CLE,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,@Phi,MIN,QB,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Roethlisberger,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,SD,ATL,QB,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,@KC,NOR,QB,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,Wsh,DET,QB,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,Ind,TEN,QB,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,@GB,CHI,QB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,@Atl,SDG,QB,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,@Ari,SEA,QB,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,@Cin,CLE,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,Sea,ARI,QB,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,Buf,MIA,QB,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,Oak,JAC,QB,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,@LA,NYG,QB,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,@KC,NOR,QB,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chase Daniel,Min,PHI,QB,W 21-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,@Ten,IND,QB,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,@NYJ,BAL,QB,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,@Det,WAS,QB,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,@SF,TAM,QB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,TB,SFO,QB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,TB,SFO,QB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blaine Gabbert,TB,SFO,QB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,@NYJ,BAL,QB,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,@Den,HOU,QB,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,@Ten,IND,QB,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,@Cin,CLE,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,NO,KAN,QB,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,@Den,HOU,QB,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,@Ten,IND,QB,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,Hou,DEN,QB,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,SD,ATL,QB,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,Ind,TEN,QB,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,@Mia,BUF,QB,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,@SF,TAM,QB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,@LA,NYG,QB,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,SD,ATL,QB,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,Sea,ARI,QB,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,@SF,TAM,QB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,NO,KAN,QB,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,@Jax,OAK,QB,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,@Phi,MIN,QB,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,@Cin,CLE,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Garoppolo,@Pit,NWE,QB,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,Cle,CIN,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,@LA,NYG,QB,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,@GB,CHI,QB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,Cle,CIN,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,@Den,HOU,QB,L 9-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,NO,KAN,QB,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,@GB,CHI,QB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,NE,PIT,QB,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,@GB,CHI,QB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,Bal,NYJ,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,NYG,LAR,QB,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,NYG,LAR,QB,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,@KC,NOR,QB,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Hundley,Chi,GNB,QB,W 26-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,NYG,LAR,QB,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paxton Lynch,Hou,DEN,QB,W 27-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,Bal,NYJ,QB,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Brissett,@Pit,NWE,QB,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,@Jax,OAK,QB,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,@Mia,BUF,QB,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,@Det,WAS,QB,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,Wsh,DET,QB,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,Oak,JAC,QB,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,Cle,CIN,QB,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,Buf,MIA,QB,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,@Ari,SEA,QB,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,@Phi,MIN,QB,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,@Ten,IND,QB,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Callahan,@Cin,CLE,QB,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,@GB,CHI,QB,L 10-26,6/15,81.0,0.0,2.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
Tony Romo,** BYE **,DAL,QB,,,,,,,,,,,,,,,,
Derek Anderson,** BYE **,CAR,QB,,,,,,,,,,,,,,,,
Mark Sanchez,** BYE **,DAL,QB,,,,,,,,,,,,,,,,
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Joe Webb,** BYE **,CAR,QB,,,,,,,,,,,,,,,,
Cam Newton,** BYE **,CAR,QB,,,,,,,,,,,,,,,,
Jerrod Johnson,** BYE **,DAL,QB,,,,,,,,,,,,,,,,
Kellen Moore,** BYE **,DAL,QB,,,,,,,,,,,,,,,,
Dak Prescott,** BYE **,DAL,QB,,,,,,,,,,,,,,,,
Melvin Gordon,@Atl,SDG,RB,W 33-30,0/0,0.0,0.0,0.0,22.0,68.0,2.0,6.0,53.0,1.0,7.0,0.0,0.0,0.0,29.0
Jay Ajayi,Buf,MIA,RB,W 28-25,0/0,0.0,0.0,0.0,28.0,214.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,27.0
Matt Forte,Bal,NYJ,RB,W 24-16,0/0,0.0,0.0,0.0,30.0,100.0,1.0,4.0,54.0,1.0,4.0,0.0,1.0,0.0,25.0
LeGarrette Blount,@Pit,NWE,RB,W 27-16,0/0,0.0,0.0,0.0,24.0,127.0,2.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,24.0
Jeremy Hill,Cle,CIN,RB,W 31-17,0/0,0.0,0.0,0.0,9.0,168.0,1.0,2.0,24.0,0.0,2.0,0.0,0.0,0.0,24.0
DeMarco Murray,Ind,TEN,RB,L 26-34,0/0,0.0,0.0,0.0,25.0,107.0,1.0,3.0,20.0,0.0,5.0,0.0,0.0,0.0,18.0
Spencer Ware,NO,KAN,RB,W 27-21,0/0,0.0,0.0,0.0,17.0,77.0,0.0,2.0,54.0,1.0,2.0,0.0,0.0,0.0,18.0
Latavius Murray,@Jax,OAK,RB,W 33-16,0/0,0.0,0.0,0.0,18.0,59.0,2.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,17.0
C.J. Anderson,Hou,DEN,RB,W 27-9,0/0,0.0,0.0,0.0,16.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
David Johnson,Sea,ARI,RB,T 6-6,0/0,0.0,0.0,0.0,33.0,113.0,0.0,8.0,58.0,0.0,13.0,0.0,0.0,0.0,16.0
Jacquizz Rodgers,@SF,TAM,RB,W 34-17,0/0,0.0,0.0,0.0,26.0,154.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,15.0
Frank Gore,@Ten,IND,RB,W 34-26,0/0,0.0,0.0,0.0,17.0,61.0,0.0,5.0,22.0,1.0,5.0,0.0,0.0,0.0,14.0
Le'Veon Bell,NE,PIT,RB,L 16-27,0/0,0.0,0.0,0.0,21.0,81.0,0.0,10.0,68.0,0.0,13.0,0.0,0.0,0.0,14.0
Giovani Bernard,Cle,CIN,RB,W 31-17,0/0,0.0,0.0,0.0,17.0,80.0,1.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,14.0
Devontae Booker,Hou,DEN,RB,W 27-9,0/0,0.0,0.0,0.0,17.0,83.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0
Peyton Barber,@SF,TAM,RB,W 34-17,0/0,0.0,0.0,0.0,12.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Isaiah Crowell,@Cin,CLE,RB,L 17-31,0/0,0.0,0.0,0.0,12.0,63.0,1.0,3.0,16.0,0.0,4.0,0.0,0.0,0.0,13.0
Tevin Coleman,SD,ATL,RB,L 30-33,0/0,0.0,0.0,0.0,8.0,64.0,1.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,13.0
Mark Ingram,@KC,NOR,RB,L 21-27,0/0,0.0,0.0,0.0,16.0,62.0,0.0,4.0,20.0,1.0,4.0,0.0,1.0,0.0,12.0
Ty Montgomery,Chi,GNB,RB,W 26-10,0/0,0.0,0.0,0.0,9.0,60.0,0.0,10.0,66.0,0.0,13.0,0.0,0.0,0.0,12.0
Chris Thompson,@Det,WAS,RB,L 17-20,0/0,0.0,0.0,0.0,12.0,73.0,0.0,7.0,40.0,0.0,7.0,0.0,0.0,0.0,11.0
Rashad Jennings,@LA,NYG,RB,W 17-10,0/0,0.0,0.0,0.0,13.0,25.0,1.0,2.0,24.0,0.0,3.0,0.0,0.0,0.0,10.0
Shaun Draughn,TB,SFO,RB,L 17-34,0/0,0.0,0.0,0.0,1.0,16.0,0.0,5.0,37.0,1.0,7.0,0.0,0.0,0.0,10.0
Reggie Bush,@Mia,BUF,RB,L 25-28,0/0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,13.0,0.0,2.0,1.0,0.0,0.0,9.0
James White,@Pit,NWE,RB,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,1.0,5.0,0.0,0.0,0.0,9.0
Devonta Freeman,SD,ATL,RB,L 30-33,0/0,0.0,0.0,0.0,15.0,58.0,0.0,5.0,42.0,0.0,6.0,0.0,0.0,0.0,9.0
Todd Gurley,NYG,LAR,RB,L 10-17,0/0,0.0,0.0,0.0,15.0,57.0,0.0,6.0,35.0,0.0,7.0,0.0,0.0,0.0,8.0
Mike Davis,TB,SFO,RB,L 17-34,0/0,0.0,0.0,0.0,7.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Zach Zenner,Wsh,DET,RB,W 20-17,0/0,0.0,0.0,0.0,9.0,29.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
Matt Asiata,@Phi,MIN,RB,L 10-21,0/0,0.0,0.0,0.0,12.0,55.0,0.0,6.0,25.0,0.0,8.0,0.0,0.0,0.0,7.0
Damien Williams,Buf,MIA,RB,W 28-25,0/0,0.0,0.0,0.0,4.0,16.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Robert Kelley,@Det,WAS,RB,L 17-20,0/0,0.0,0.0,0.0,4.0,15.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0
Lamar Miller,@Den,HOU,RB,L 9-27,0/0,0.0,0.0,0.0,11.0,61.0,0.0,3.0,6.0,0.0,4.0,0.0,0.0,0.0,6.0
Ryan Mathews,Min,PHI,RB,W 21-10,0/0,0.0,0.0,0.0,14.0,56.0,0.0,1.0,27.0,0.0,1.0,0.0,1.0,0.0,5.0
Christine Michael,@Ari,SEA,RB,T 6-6,0/0,0.0,0.0,0.0,16.0,52.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,0.0,5.0
Darren Sproles,Min,PHI,RB,W 21-10,0/0,0.0,0.0,0.0,3.0,26.0,0.0,2.0,23.0,0.0,3.0,0.0,0.0,0.0,4.0
Justin Forsett,Wsh,DET,RB,W 20-17,0/0,0.0,0.0,0.0,8.0,33.0,0.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,4.0
Antone Smith,@SF,TAM,RB,W 34-17,0/0,0.0,0.0,0.0,1.0,6.0,0.0,2.0,41.0,0.0,3.0,0.0,0.0,0.0,4.0
Chris Ivory,Oak,JAC,RB,L 16-33,0/0,0.0,0.0,0.0,5.0,48.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,4.0
DuJuan Harris,TB,SFO,RB,L 17-34,0/0,0.0,0.0,0.0,11.0,39.0,0.0,2.0,18.0,0.0,2.0,0.0,0.0,0.0,4.0
Jerick McKinnon,@Phi,MIN,RB,L 10-21,0/0,0.0,0.0,0.0,11.0,43.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0
Ka'Deem Carey,@GB,CHI,RB,L 10-26,0/0,0.0,0.0,0.0,10.0,48.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,4.0
Alfred Blue,@Den,HOU,RB,L 9-27,0/0,0.0,0.0,0.0,11.0,63.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0
Tim Hightower,@KC,NOR,RB,L 21-27,0/0,0.0,0.0,0.0,5.0,39.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,3.0
Rex Burkhead,Cle,CIN,RB,W 31-17,0/0,0.0,0.0,0.0,4.0,23.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,3.0
Mike Gillislee,@Mia,BUF,RB,L 25-28,0/0,0.0,0.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
