Player,Opp,Team,Pos,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,FFPts
Kirk Cousins,Cle,WAS,QB,W 31-20,21/27,183.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Case Keenum,@Ari,LAR,QB,W 17-13,18/30,266.0,2.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0
Dak Prescott,@SF,DAL,QB,W 24-17,23/32,245.0,2.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Cam Newton,@Atl,CAR,QB,L 33-48,14/25,165.0,1.0,0.0,5.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
Andy Dalton,Mia,CIN,QB,W 22-7,22/31,296.0,1.0,0.0,6.0,-12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Tyrod Taylor,@NE,BUF,QB,W 16-0,27/39,246.0,1.0,0.0,5.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Brock Osweiler,Ten,HOU,QB,W 27-20,25/37,254.0,2.0,2.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
Sam Bradford,NYG,MIN,QB,W 24-10,26/36,262.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Drew Brees,@SD,NOR,QB,W 35-34,23/36,207.0,2.0,2.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
Derek Anderson,@Atl,CAR,QB,L 33-48,17/23,172.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0
Carson Palmer,LA,ARI,QB,L 13-17,23/36,288.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0
Blaine Gabbert,Dal,SFO,QB,L 17-24,16/23,196.0,1.0,1.0,12.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
Jameis Winston,Den,TAM,QB,L 7-27,17/35,179.0,0.0,2.0,5.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Paxton Lynch,@TB,DEN,QB,W 27-7,14/24,170.0,1.0,0.0,3.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Cody Kessler,@Wsh,CLE,QB,L 20-31,28/40,223.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
Eli Manning,@Min,NYG,QB,L 10-24,25/45,261.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Ryan Fitzpatrick,Sea,NYJ,QB,L 17-27,23/41,261.0,1.0,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Marcus Mariota,@Hou,TEN,QB,L 20-27,13/29,202.0,0.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
Jacoby Brissett,Buf,NWE,QB,L 0-16,17/27,205.0,0.0,0.0,4.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Matthew Stafford,@Chi,DET,QB,L 14-17,23/36,213.0,0.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0
Ryan Tannehill,@Cin,MIA,QB,L 7-22,15/25,189.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0
Trevor Siemian,@TB,DEN,QB,W 27-7,5/7,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Tom Brady,Buf,NWE,QB,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Vick,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh McCown,@Wsh,CLE,QB,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaun Hill,NYG,MIN,QB,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Romo,@SF,DAL,QB,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Schaub,Car,ATL,QB,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCown,@SD,NOR,QB,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Orlovsky,@Chi,DET,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Cassel,@Hou,TEN,QB,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jay Cutler,Det,CHI,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Clemens,NO,SDG,QB,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tarvaris Jackson,@NYJ,SEA,QB,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Whitehurst,@Wsh,CLE,QB,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Gradkowski,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Moore,@Cin,MIA,QB,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Henne,Ind,JAC,QB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Javon Johnson,@Min,NYG,QB,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Flynn,@SD,NOR,QB,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Freeman,@Jax,IND,QB,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Sanchez,@SF,DAL,QB,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Clausen,Oak,BAL,QB,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colt McCoy,Cle,WAS,QB,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan LeFevour,Den,TAM,QB,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Webb,@Atl,CAR,QB,L 33-48,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
Thaddeus Lewis,Dal,SFO,QB,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Ponder,Dal,SFO,QB,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Colin Kaepernick,Dal,SFO,QB,L 17-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Mallett,Oak,BAL,QB,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Yates,Ten,HOU,QB,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerrod Johnson,@SF,DAL,QB,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Tolzien,@Jax,IND,QB,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Griffin III,@Wsh,CLE,QB,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Foles,@Pit,KAN,QB,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Weeden,Ten,HOU,QB,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kellen Moore,@SF,DAL,QB,W 24-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Lindley,@Jax,IND,QB,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Austin Davis,@TB,DEN,QB,W 27-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Simms,Car,ATL,QB,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Tanney,@Hou,TEN,QB,L 20-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EJ Manuel,@NE,BUF,QB,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Glennon,Den,TAM,QB,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno Smith,Sea,NYJ,QB,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Nassib,@Min,NYG,QB,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Renfree,Car,ATL,QB,W 48-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Landry Jones,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zac Dysert,LA,ARI,QB,L 13-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Barkley,Det,CHI,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Griffin,Den,TAM,QB,L 7-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Bray,@Pit,KAN,QB,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt McGloin,@Bal,OAK,QB,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teddy Bridgewater,NYG,MIN,QB,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Manziel,@Wsh,CLE,QB,L 20-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jimmy Garoppolo,Buf,NWE,QB,L 0-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AJ McCarron,Mia,CIN,QB,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tajh Boyd,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Thomas,@Min,NYG,QB,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Mettenberger,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fales,Det,CHI,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keith Wenning,Mia,CIN,QB,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Savage,Ten,HOU,QB,W 27-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Murray,@Pit,KAN,QB,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Blanchard,Det,CHI,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dustin Vaughan,KC,PIT,QB,W 43-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Shaw,Det,CHI,QB,W 17-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Petty,Sea,NYJ,QB,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Thompson,@Ari,LAR,QB,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sean Mannion,@Ari,LAR,QB,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Garrett Grayson,@SD,NOR,QB,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jared Goff,@Ari,LAR,QB,W 17-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Hackenberg,Sea,NYJ,QB,L 17-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Connor Cook,@Bal,OAK,QB,W 28-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cardale Jones,@NE,BUF,QB,W 16-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Hogan,@Pit,KAN,QB,L 14-43,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Sudfeld,Cle,WAS,QB,W 31-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Rudock,@Chi,DET,QB,L 14-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Allen,Ind,JAC,QB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Driskel,Mia,CIN,QB,W 22-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Doughty,@Cin,MIA,QB,L 7-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevone Boykin,@NYJ,SEA,QB,W 27-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Heinicke,NYG,MIN,QB,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Morris,@Jax,IND,QB,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Stanton,LA,ARI,QB,L 13-17,4/11,37.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0
Aaron Rodgers,** BYE **,GNB,QB,,,,,,,,,,,,,,,,
Chase Daniel,** BYE **,PHI,QB,,,,,,,,,,,,,,,,
Tim Tebow,** BYE **,FA,QB,,,,,,,,,,,,,,,,
Brett Hundley,** BYE **,GNB,QB,,,,,,,,,,,,,,,,
Carson Wentz,** BYE **,PHI,QB,,,,,,,,,,,,,,,,
Joe Callahan,** BYE **,GNB,QB,,,,,,,,,,,,,,,,
DeMarco Murray,@Hou,TEN,RB,L 20-27,0/0,0.0,0.0,0.0,25.0,95.0,2.0,2.0,24.0,0.0,2.0,0.0,0.0,0.0,23.0
Isaiah Crowell,@Wsh,CLE,RB,L 20-31,0/0,0.0,0.0,0.0,16.0,120.0,1.0,3.0,22.0,0.0,4.0,0.0,0.0,0.0,20.0
Ezekiel Elliott,@SF,DAL,RB,W 24-17,0/0,0.0,0.0,0.0,23.0,138.0,1.0,1.0,19.0,0.0,1.0,0.0,0.0,0.0,20.0
Matt Jones,Cle,WAS,RB,W 31-20,0/0,0.0,0.0,0.0,22.0,117.0,1.0,2.0,21.0,0.0,2.0,0.0,0.0,0.0,19.0
John Kuhn,@SD,NOR,RB,W 35-34,0/0,0.0,0.0,0.0,3.0,5.0,2.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,18.0
Le'Veon Bell,KC,PIT,RB,W 43-14,0/0,0.0,0.0,0.0,18.0,144.0,0.0,5.0,34.0,0.0,6.0,0.0,0.0,0.0,17.0
Terrance West,Oak,BAL,RB,L 27-28,0/0,0.0,0.0,0.0,21.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0
Melvin Gordon,NO,SDG,RB,L 34-35,0/0,0.0,0.0,0.0,19.0,36.0,2.0,6.0,43.0,0.0,7.0,0.0,1.0,0.0,17.0
LeSean McCoy,@NE,BUF,RB,W 16-0,0/0,0.0,0.0,0.0,19.0,70.0,0.0,6.0,38.0,1.0,6.0,0.0,0.0,0.0,16.0
Mark Ingram,@SD,NOR,RB,W 35-34,0/0,0.0,0.0,0.0,18.0,56.0,1.0,6.0,49.0,0.0,7.0,0.0,0.0,0.0,15.0
Jerick McKinnon,NYG,MIN,RB,W 24-10,0/0,0.0,0.0,0.0,18.0,85.0,1.0,3.0,10.0,0.0,5.0,0.0,0.0,0.0,15.0
Frank Gore,@Jax,IND,RB,L 27-30,0/0,0.0,0.0,0.0,16.0,68.0,1.0,5.0,27.0,0.0,6.0,0.0,0.0,0.0,14.0
Christine Michael,@NYJ,SEA,RB,W 27-17,0/0,0.0,0.0,0.0,18.0,58.0,0.0,5.0,32.0,1.0,6.0,0.0,0.0,0.0,14.0
Carlos Hyde,Dal,SFO,RB,L 17-24,0/0,0.0,0.0,0.0,15.0,74.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,13.0
Jordan Howard,Det,CHI,RB,W 17-14,0/0,0.0,0.0,0.0,23.0,111.0,0.0,3.0,21.0,0.0,4.0,0.0,0.0,0.0,13.0
Devonta Freeman,Car,ATL,RB,W 48-33,0/0,0.0,0.0,0.0,13.0,57.0,1.0,2.0,7.0,0.0,3.0,0.0,0.0,0.0,11.0
T.J. Yeldon,Ind,JAC,RB,W 30-27,0/0,0.0,0.0,0.0,14.0,71.0,0.0,4.0,46.0,0.0,5.0,0.0,0.0,0.0,11.0
Lamar Miller,Ten,HOU,RB,W 27-20,0/0,0.0,0.0,0.0,19.0,82.0,0.0,3.0,26.0,0.0,3.0,0.0,0.0,0.0,10.0
C.J. Anderson,@TB,DEN,RB,W 27-7,0/0,0.0,0.0,0.0,19.0,49.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0
Orleans Darkwa,@Min,NYG,RB,L 10-24,0/0,0.0,0.0,0.0,12.0,48.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0
David Johnson,LA,ARI,RB,L 13-17,0/0,0.0,0.0,0.0,17.0,83.0,0.0,4.0,41.0,0.0,4.0,0.0,1.0,0.0,10.0
Chris Thompson,Cle,WAS,RB,W 31-20,0/0,0.0,0.0,0.0,3.0,24.0,0.0,2.0,16.0,1.0,4.0,0.0,0.0,0.0,9.0
Fozzy Whittaker,@Atl,CAR,RB,L 33-48,0/0,0.0,0.0,0.0,3.0,6.0,0.0,9.0,86.0,0.0,9.0,0.0,0.0,0.0,8.0
C.J. Spiller,@NYJ,SEA,RB,W 27-17,0/0,0.0,0.0,0.0,2.0,12.0,0.0,2.0,5.0,1.0,2.0,0.0,0.0,0.0,7.0
Bilal Powell,Sea,NYJ,RB,L 17-27,0/0,0.0,0.0,0.0,4.0,26.0,0.0,6.0,54.0,0.0,9.0,0.0,0.0,0.0,7.0
Matt Asiata,NYG,MIN,RB,W 24-10,0/0,0.0,0.0,0.0,6.0,6.0,1.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,7.0
Spencer Ware,@Pit,KAN,RB,L 14-43,0/0,0.0,0.0,0.0,13.0,82.0,0.0,1.0,14.0,0.0,5.0,0.0,1.0,0.0,7.0
Jeremy Hill,Mia,CIN,RB,W 22-7,0/0,0.0,0.0,0.0,21.0,71.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0
Todd Gurley,@Ari,LAR,RB,W 17-13,0/0,0.0,0.0,0.0,19.0,33.0,0.0,5.0,49.0,0.0,5.0,0.0,0.0,0.0,7.0
Paul Perkins,@Min,NYG,RB,L 10-24,0/0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,72.0,0.0,3.0,0.0,0.0,0.0,7.0
DeAngelo Williams,KC,PIT,RB,W 43-14,0/0,0.0,0.0,0.0,4.0,7.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0
Bobby Rainey,@Min,NYG,RB,L 10-24,0/0,0.0,0.0,0.0,4.0,22.0,0.0,7.0,43.0,0.0,9.0,0.0,0.0,0.0,6.0
James White,Buf,NWE,RB,L 0-16,0/0,0.0,0.0,0.0,4.0,12.0,0.0,5.0,50.0,0.0,5.0,0.0,0.0,0.0,6.0
LeGarrette Blount,Buf,NWE,RB,L 0-16,0/0,0.0,0.0,0.0,13.0,54.0,0.0,3.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0
Theo Riddick,@Chi,DET,RB,L 14-17,0/0,0.0,0.0,0.0,11.0,31.0,0.0,4.0,27.0,0.0,7.0,0.0,0.0,0.0,5.0
Kyle Juszczyk,Oak,BAL,RB,L 27-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,0.0,7.0,0.0,0.0,0.0,5.0
Duke Johnson Jr.,@Wsh,CLE,RB,L 20-31,0/0,0.0,0.0,0.0,8.0,45.0,0.0,6.0,31.0,0.0,8.0,0.0,1.0,0.0,5.0
Mike Gillislee,@NE,BUF,RB,W 16-0,0/0,0.0,0.0,0.0,6.0,30.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,4.0
Jay Ajayi,@Cin,MIA,RB,L 7-22,0/0,0.0,0.0,0.0,6.0,33.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,4.0
Chris Johnson,LA,ARI,RB,L 13-17,0/0,0.0,0.0,0.0,6.0,34.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
Matt Forte,Sea,NYJ,RB,L 17-27,0/0,0.0,0.0,0.0,14.0,27.0,0.0,2.0,16.0,0.0,3.0,0.0,0.0,0.0,3.0
Alfred Morris,@SF,DAL,RB,W 24-17,0/0,0.0,0.0,0.0,7.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Giovani Bernard,Mia,CIN,RB,W 22-7,0/0,0.0,0.0,0.0,10.0,18.0,0.0,3.0,24.0,0.0,4.0,0.0,0.0,0.0,3.0
Zach Zenner,@Chi,DET,RB,L 14-17,0/0,0.0,0.0,0.0,3.0,12.0,0.0,1.0,22.0,0.0,1.0,0.0,0.0,0.0,3.0
