Player,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Jacoby Brissett,IND,QB,Jax,L 0-27,22/37,200.0,0.0,0.0,5.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,11.1
Andy Dalton,CIN,QB,@Pit,L 14-29,17/30,140.0,2.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,10.4
Marcus Mariota,TEN,QB,@Cle,W 12-9,21/34,203.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.8
Cam Newton,CAR,QB,@Chi,L 3-17,21/34,211.0,0.0,2.0,9.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,7.4
Eli Manning,NYG,QB,Sea,L 7-24,19/39,134.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,7.2
Case Keenum,MIN,QB,Bal,W 24-16,20/31,188.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,6.3
Trevor Siemian,DEN,QB,@LAC,L 0-21,25/35,207.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,5.6
Mitchell Trubisky,CHI,QB,Car,W 17-3,4/7,107.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,4.5
Carson Palmer,ARI,QB,@LAR,L 0-33,10/18,122.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.8
Cody Kessler,CLE,QB,Ten,L 9-12,10/19,121.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Cooper Rush,DAL,QB,@SF,W 40-10,1/2,2.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.3
Drew Stanton,ARI,QB,@LAR,L 0-33,5/14,66.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
DeShone Kizer,CLE,QB,Ten,L 9-12,12/20,114.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Mike Vick,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Shaun Hill,MIN,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tony Romo,DAL,QB,@SF,W 40-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Schaub,ATL,QB,@NE,L 7-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Luke McCown,DAL,QB,@SF,W 40-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Aaron Rodgers,GNB,QB,NO,L 17-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dan Orlovsky,LAR,QB,Ari,W 33-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Derek Anderson,CAR,QB,@Chi,L 3-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Cassel,TEN,QB,@Cle,W 12-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Fitzpatrick,TAM,QB,@Buf,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Clemens,LAC,QB,Den,W 21-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tarvaris Jackson,SEA,QB,@NYG,W 24-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Charlie Whitehurst,CLE,QB,Ten,L 9-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bruce Gradkowski,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Henne,JAC,QB,@Ind,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Johnson,NYG,QB,Sea,L 7-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Flynn,NOR,QB,@GB,W 26-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chase Daniel,NOR,QB,@GB,W 26-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Freeman,IND,QB,Jax,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brian Hoyer,SFO,QB,Dal,L 10-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mark Sanchez,CHI,QB,Car,W 17-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sam Bradford,MIN,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Clausen,BAL,QB,@Min,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colt McCoy,WAS,QB,@Phi,L 24-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dan LeFevour,TAM,QB,@Buf,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joe Webb,BUF,QB,TB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Thaddeus Lewis,BAL,QB,@Min,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Ponder,SFO,QB,Dal,L 10-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Blaine Gabbert,ARI,QB,@LAR,L 0-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colin Kaepernick,SFO,QB,Dal,L 10-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Mallett,BAL,QB,@Min,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
T.J. Yates,BUF,QB,TB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jerrod Johnson,DAL,QB,@SF,W 40-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Scott Tolzien,IND,QB,Jax,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Andrew Luck,IND,QB,Jax,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Robert Griffin III,CLE,QB,Ten,L 9-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Tannehill,MIA,QB,NYJ,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nick Foles,PHI,QB,Wsh,W 34-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Weeden,TEN,QB,@Cle,W 12-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brock Osweiler,DEN,QB,@LAC,L 0-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Moore,DAL,QB,@SF,W 40-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Lindley,IND,QB,Jax,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Simms,ATL,QB,@NE,L 7-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Alex Tanney,TEN,QB,@Cle,W 12-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
EJ Manuel,OAK,QB,KC,W 31-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mike Glennon,CHI,QB,Car,W 17-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Geno Smith,NYG,QB,Sea,L 7-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Nassib,JAC,QB,@Ind,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean Renfree,ATL,QB,@NE,L 7-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Landry Jones,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zac Dysert,ARI,QB,@LAR,L 0-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Barkley,SFO,QB,Dal,L 10-40,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Griffin,TAM,QB,@Buf,L 27-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tyler Bray,KAN,QB,@Oak,L 30-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt McGloin,PHI,QB,Wsh,W 34-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Teddy Bridgewater,MIN,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Johnny Manziel,CLE,QB,Ten,L 9-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Garoppolo,NWE,QB,Atl,W 23-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
AJ McCarron,CIN,QB,@Pit,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tajh Boyd,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zach Mettenberger,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
David Fales,MIA,QB,NYJ,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Keith Wenning,BUF,QB,TB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Aaron Murray,KAN,QB,@Oak,L 30-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Blanchard,CHI,QB,Car,W 17-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dustin Vaughan,BAL,QB,@Min,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Shaw,CHI,QB,Car,W 17-3,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bryce Petty,NYJ,QB,@Mia,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dylan Thompson,LAR,QB,Ari,W 33-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Garrett Grayson,NOR,QB,@GB,W 26-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Paxton Lynch,DEN,QB,@LAC,L 0-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Hackenberg,NYJ,QB,@Mia,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Cook,OAK,QB,KC,W 31-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cardale Jones,LAC,QB,Den,W 21-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kevin Hogan,CLE,QB,Ten,L 9-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nate Sudfeld,WAS,QB,@Phi,L 24-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Allen,LAR,QB,Ari,W 33-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jeff Driskel,CIN,QB,@Pit,L 14-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Doughty,MIA,QB,NYJ,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Trevone Boykin,SEA,QB,@NYG,W 24-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taylor Heinicke,MIN,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Stephen Morris,IND,QB,Jax,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joe Callahan,GNB,QB,NO,L 17-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Kelly,DEN,QB,@LAC,L 0-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Patrick Mahomes,KAN,QB,@Oak,L 30-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joshua Dobbs,PIT,QB,Cin,W 29-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nathan Peterman,BUF,QB,TB,W 30-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Davis Webb,NYG,QB,Sea,L 7-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taysom Hill,NOR,QB,@GB,W 26-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Austin Davis,SEA,QB,@NYG,W 24-7,0/0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.1
Sean Mannion,LAR,QB,Ari,W 33-0,0/0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.1
Matthew Stafford,DET,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Savage,HOU,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Rudock,DET,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Kaaya,DET,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshaun Watson,HOU,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ezekiel Elliott,DAL,RB,@SF,W 40-10,0/0,0.0,0.0,0.0,26.0,147.0,2.0,1.0,72.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,39.9
LeSean McCoy,BUF,RB,TB,W 30-27,0/0,0.0,0.0,0.0,23.0,91.0,2.0,5.0,31.0,0.0,7.0,0.0,1.0,0.0,,,,,,,,,,,,22.2
Todd Gurley II,LAR,RB,Ari,W 33-0,0/0,0.0,0.0,0.0,22.0,106.0,1.0,4.0,48.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,21.4
Aaron Jones,GNB,RB,NO,L 17-26,0/0,0.0,0.0,0.0,17.0,131.0,1.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,19.8
T.J. Yeldon,JAC,RB,@Ind,W 27-0,0/0,0.0,0.0,0.0,9.0,122.0,1.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,19.7
Le'Veon Bell,PIT,RB,Cin,W 29-14,0/0,0.0,0.0,0.0,35.0,134.0,0.0,3.0,58.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,19.2
Latavius Murray,MIN,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,18.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,17.3
Mark Ingram,NOR,RB,@GB,W 26-17,0/0,0.0,0.0,0.0,22.0,105.0,1.0,4.0,5.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,17.0
Chris Thompson,WAS,RB,@Phi,L 24-34,0/0,0.0,0.0,0.0,7.0,38.0,0.0,5.0,26.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,12.4
Kareem Hunt,KAN,RB,@Oak,L 30-31,0/0,0.0,0.0,0.0,18.0,87.0,0.0,4.0,30.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,11.7
James White,NWE,RB,Atl,W 23-7,0/0,0.0,0.0,0.0,4.0,19.0,0.0,5.0,28.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,10.7
Alvin Kamara,NOR,RB,@GB,W 26-17,0/0,0.0,0.0,0.0,9.0,57.0,0.0,5.0,50.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,10.7
Austin Ekeler,LAC,RB,Den,W 21-0,0/0,0.0,0.0,0.0,7.0,38.0,0.0,4.0,6.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,10.4
DeAndre Washington,OAK,RB,KC,W 31-30,0/0,0.0,0.0,0.0,9.0,33.0,1.0,3.0,7.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,10.0
