Player,OwnCode,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Algernon Brown,WA (Wed),NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jahad Thomas,WA (Wed),NYJ,RB,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Justin Davis,WA (Wed),LAR,RB,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taquan Mizzell,WA (Wed),CHI,RB,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
C.J. Ham,WA (Wed),MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Trey Edmunds,WA (Wed),NOR,RB,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tre Madden,WA (Wed),SEA,RB,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Patrick DiMarco,WA (Wed),BUF,RB,@Atl,W 23-17,0/0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.2
Terrance West,MM,BAL,RB,Pit,L 9-26,0/0,0.0,0.0,0.0,4.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.7
Jerick McKinnon,WA (Wed),MIN,RB,Det,L 7-14,0/0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,-2.0
Montee Ball,WA (Wed),FA,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Randle,WA (Wed),FA,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordy Nelson,MM,GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,75.0,2.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,19.5
Devin Funchess,WA (Wed),CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,70.0,2.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,19.0
Tyrell Williams,WA (Wed),LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,115.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,17.5
DeAndre Hopkins,DAN,HOU,WR,Ten,W 57-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,107.0,1.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,16.7
Will Fuller V,WA (Wed),HOU,WR,Ten,W 57-14,0/0,0.0,0.0,0.0,1.0,4.0,0.0,4.0,35.0,2.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,15.9
Michael Thomas,SCOT,NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,89.0,1.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,14.9
Keenan Allen,LOS,LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,138.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,13.8
Terrelle Pryor Sr.,LOS,WAS,WR,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,70.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,13.0
Mike Evans,BLRT,TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,67.0,1.0,11.0,0.0,0.0,0.0,,,,,,,,,,,,12.7
Johnny Holton,WA (Wed),OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,12.4
A.J. Green,NOG,CIN,WR,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,63.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,12.3
Chris Hogan,WA (Wed),NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,1.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,12.0
Cooper Kupp,WA (Wed),LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,12.0
Mike Wallace,WA (Wed),BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,1.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,11.5
Kendall Wright,WA (Wed),CHI,WR,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,51.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,11.1
JuJu Smith-Schuster,WA (Wed),PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,10.7
Jaron Brown,WA (Wed),ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,105.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,10.5
Randall Cobb,WA (Wed),GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,10.4
Kelvin Benjamin,BKN,CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,104.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,10.4
Danny Amendola,WA (Wed),NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,10.2
Dez Bryant,BKN,DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,98.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,,,,,9.8
Stefon Diggs,NOG,MIN,WR,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,98.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,9.8
Larry Fitzgerald,NOG,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,32.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,9.2
Tyler Lockett,WA (Wed),SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,2.0,24.0,0.0,4.0,67.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,9.1
Odell Beckham Jr.,SCOT,NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,90.0,0.0,15.0,0.0,0.0,0.0,,,,,,,,,,,,9.0
Donte Moncrief,BLRT,IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,9.0
Alshon Jeffery,GARI,PHI,WR,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,8.9
Ryan Grant,WA (Wed),WAS,WR,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,7.6
Davante Adams,NOG,GNB,WR,Chi,W 35-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,7.3
Brice Butler,WA (Wed),DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,7.2
Justin Hardy,WA (Wed),ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,1.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,7.2
Jordan Matthews,WA (Wed),BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,7.0
Adam Humphries,WA (Wed),TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,70.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,7.0
Albert Wilson,WA (Wed),KAN,WR,Wsh,W 29-20,0/0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,63.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,6.9
DeVante Parker,MM,MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,69.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,6.9
Paul Richardson,WA (Wed),SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,65.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,6.5
Ricardo Louis,WA (Wed),CLE,WR,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,64.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,6.4
Robby Anderson,WA (Wed),NYJ,WR,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,5.9
Nelson Agholor,WA (Wed),PHI,WR,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,5.8
Bruce Ellington,WA (Wed),HOU,WR,Ten,W 57-14,0/0,0.0,0.0,0.0,1.0,13.0,0.0,3.0,44.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,5.7
Doug Baldwin,LOS,SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,0.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,5.5
Sterling Shepard,WA (Wed),NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,5.4
TJ Jones,WA (Wed),DET,WR,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,33.0,0.0,5.0,1.0,0.0,0.0,,,,,,,,,,,,5.3
Kenny Britt,WA (Wed),CLE,WR,Cin,L 7-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,5.2
Aldrick Robinson,WA (Wed),SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,52.0,0.0,12.0,0.0,0.0,0.0,,,,,,,,,,,,5.2
Rishard Matthews,WA (Wed),TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,4.9
Seth Roberts,WA (Wed),OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,4.9
Martavis Bryant,DAN,PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,48.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,4.8
John Brown,SCOT,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,4.7
Trent Taylor,WA (Wed),SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,47.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,4.7
Brandon Marshall,MM,NYG,WR,@TB,L 23-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,4.6
Tavon Austin,WA (Wed),LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,6.0,48.0,0.0,1.0,-2.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,4.6
Deonte Thompson,WA (Wed),CHI,WR,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,44.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,4.4
Marvin Jones Jr.,WA (Wed),DET,WR,@Min,W 14-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,4.2
Brandin Cooks,WA (Wed),NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,38.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,4.2
Allen Hurns,WA (Wed),JAC,WR,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0,0.0,10.0,0.0,0.0,0.0,,,,,,,,,,,,4.2
Jarvis Landry,BKN,MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,4.0
Adam Thielen,MM,MIN,WR,Det,L 7-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,59.0,0.0,8.0,0.0,1.0,0.0,,,,,,,,,,,,3.9
Jeremy Kerley,WA (Wed),NYJ,WR,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,37.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,3.7
Pierre Garcon,MM,SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,36.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,3.6
Josh Bellamy,WA (Wed),CHI,WR,@GB,L 14-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,36.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.6
Cordarrelle Patterson,WA (Wed),OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,1.0,2.0,0.0,6.0,33.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
Bennie Fowler III,WA (Wed),DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,35.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
Tyreek Hill,GARI,KAN,WR,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
Antonio Brown,GARI,PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,9.0,0.0,0.0,0.0,,,,,,,,,,,,3.4
Terrance Williams,WA (Wed),DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,34.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.4
J.J. Nelson,MM,ARI,WR,SF,W 18-15,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,3.4
Ted Ginn Jr.,WA (Wed),NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,25.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,3.4
Golden Tate,LOS,DET,WR,@Min,W 14-7,0/0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,29.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Brandon Coleman,WA (Wed),NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Chris Conley,WA (Wed),KAN,WR,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,31.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,3.1
Julio Jones,BKN,ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,3.0
T.Y. Hilton,BLRT,IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,3.0
Nick Williams,WA (Wed),ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,3.0
Emmanuel Sanders,MM,DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Josh Doctson,WA (Wed),WAS,WR,@KC,L 20-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,2.7
Michael Campanaro,WA (Wed),BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,2.5
Jeremy Maclin,NOG,BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,2.1
Travis Benjamin,WA (Wed),LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,2.1
DeSean Jackson,NOG,TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,2.0
Marquise Goodwin,WA (Wed),SFO,WR,@Ari,L 15-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.8
Marqise Lee,WA (Wed),JAC,WR,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.8
Zay Jones,WA (Wed),BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,1.8
Brandon LaFell,WA (Wed),CIN,WR,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Cole Beasley,WA (Wed),DAL,WR,LAR,L 30-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Jermaine Kearse,GARI,NYJ,WR,Jax,W 23-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Robert Woods,WA (Wed),LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Sammy Watkins,BLRT,LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Phillip Dorsett,WA (Wed),NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.7
Tyler Boyd,WA (Wed),CIN,WR,@Cle,W 31-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.5
Eric Decker,DAN,TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.3
Kenny Stills,WA (Wed),MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,1.3
Russell Shepard,WA (Wed),CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.3
Chris Matthews,WA (Wed),BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Damiere Byrd,WA (Wed),CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.2
Demaryius Thomas,GARI,DEN,WR,Oak,W 16-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,1.1
Andre Holmes,WA (Wed),BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
Amara Darboh,WA (Wed),SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
Keelan Cole,WA (Wed),JAC,WR,@NYJ,L 20-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,6.0,0.0,0.0,0.0,,,,,,,,,,,,1.0
Torrey Smith,WA (Wed),PHI,WR,@LAC,W 26-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.9
Amari Cooper,DAN,OAK,WR,@Den,L 10-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,8.0,0.0,0.0,0.0,,,,,,,,,,,,0.9
Mohamed Sanu,WA (Wed),ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Dontrelle Inman,WA (Wed),LAC,WR,Phi,L 24-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Breshad Perriman,WA (Wed),BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,0.6
Taywan Taylor,WA (Wed),TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,0.6
Justin Hunter,WA (Wed),PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.5
Kamar Aiken,WA (Wed),IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,0.4
Darrius Heyward-Bey,WA (Wed),PIT,WR,@Bal,W 26-9,0/0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.3
Tommylee Lewis,WA (Wed),NOR,WR,@Mia,W 20-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,0.1
Steve Smith Sr.,WA (Wed),BAL,WR,Pit,L 9-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Andre Johnson,WA (Wed),TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Anquan Boldin,WA (Wed),BUF,WR,@Atl,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jerricho Cotchery,WA (Wed),CAR,WR,@NE,W 33-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Wes Welker,WA (Wed),LAR,WR,@Dal,W 35-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Roddy White,WA (Wed),ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Vincent Jackson,WA (Wed),TAM,WR,NYG,W 25-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joshua Cribbs,WA (Wed),IND,WR,@Sea,L 18-46,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nate Washington,WA (Wed),NWE,WR,Car,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Lance Moore,WA (Wed),ATL,WR,Buf,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Greg Jennings,WA (Wed),MIA,WR,NO,L 0-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Devin Hester,WA (Wed),SEA,WR,Ind,W 46-18,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Derek Hagan,WA (Wed),TEN,WR,@Hou,L 14-57,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jason Avant,WA (Wed),KAN,WR,Wsh,W 29-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
