Player,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Thaddeus Lewis,BAL,QB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Ponder,SFO,QB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Blaine Gabbert,ARI,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cam Newton,CAR,QB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Colin Kaepernick,SFO,QB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andy Dalton,CIN,QB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Mallett,BAL,QB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
T.J. Yates,BUF,QB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyrod Taylor,BUF,QB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerrod Johnson,DAL,QB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Tolzien,IND,QB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andrew Luck,IND,QB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Griffin III,CLE,QB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Tannehill,MIA,QB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Foles,PHI,QB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Weeden,TEN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brock Osweiler,DEN,QB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Kirk Cousins,WAS,QB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Wilson,SEA,QB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Kellen Moore,DAL,QB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Lindley,IND,QB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Case Keenum,MIN,QB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Davis,SEA,QB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Simms,ATL,QB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Tanney,TEN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
EJ Manuel,OAK,QB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Glennon,CHI,QB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Geno Smith,NYG,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Nassib,JAC,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Renfree,ATL,QB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Landry Jones,PIT,QB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac Dysert,ARI,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Barkley,SFO,QB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Griffin,TAM,QB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Bray,KAN,QB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt McGloin,PHI,QB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Blake Bortles,JAC,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teddy Bridgewater,MIN,QB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Johnny Manziel,CLE,QB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Derek Carr,OAK,QB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jimmy Garoppolo,NWE,QB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
AJ McCarron,CIN,QB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajh Boyd,PIT,QB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Mettenberger,PIT,QB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
David Fales,MIA,QB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Wenning,BUF,QB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tom Savage,HOU,QB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Murray,KAN,QB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Blanchard,CHI,QB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dustin Vaughan,BAL,QB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Shaw,CHI,QB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jameis Winston,TAM,QB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Petty,NYJ,QB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Siemian,DEN,QB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Dylan Thompson,LAR,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean Mannion,LAR,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garrett Grayson,NOR,QB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Mariota,TEN,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Hundley,GNB,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jared Goff,LAR,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Wentz,PHI,QB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Paxton Lynch,DEN,QB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian Hackenberg,NYJ,QB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacoby Brissett,IND,QB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Cody Kessler,CLE,QB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Connor Cook,OAK,QB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dak Prescott,DAL,QB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardale Jones,LAC,QB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Hogan,CLE,QB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Nate Sudfeld,WAS,QB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jake Rudock,DET,QB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Allen,LAR,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeff Driskel,CIN,QB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Doughty,MIA,QB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevone Boykin,SEA,QB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Heinicke,MIN,QB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Morris,IND,QB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Callahan,GNB,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Trubisky,CHI,QB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brad Kaaya,DET,QB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad Kelly,DEN,QB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Mahomes,KAN,QB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Joshua Dobbs,PIT,QB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Deshaun Watson,HOU,QB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,BUF,QB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Beathard,SFO,QB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DeShone Kizer,CLE,QB,Min,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Davis Webb,NYG,QB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooper Rush,DAL,QB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Taysom Hill,NOR,QB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Jackson,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Frank Gore,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren Sproles,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
John Kuhn,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Reggie Bush,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DeAngelo Williams,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred Jackson,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian Peterson,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshawn Lynch,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ahmad Bradshaw,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre Thomas,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Darren McFadden,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Stewart,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Johnson,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Forte,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaal Charles,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerome Felton,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tim Hightower,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Justin Forsett,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Tolbert,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcel Reece,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Woodhead,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Brown,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Arian Foster,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Rashad Jennings,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jorvorskie Lane,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
LeSean McCoy,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Cedric Peerman,CIN,RB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Thigpen,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrel Young,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Antone Smith,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Spiller,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Mathews,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dexter McCluster,LAC,RB,@NE,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Tate,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Toby Gerhart,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boobie Dixon,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
LeGarrette Blount,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
James Starks,GNB,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joique Bell,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Ivory,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Develin,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Clutts,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Ingram,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DeMarco Murray,TEN,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shane Vereen,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stevan Ridley,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Williams,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Thomas,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilal Powell,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthony Sherman,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Hunter,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Taiwan Jones,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan Todman,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Roy Helu Jr.,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jacquizz Rodgers,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dion Lewis,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
DuJuan Harris,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick DiMarco,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Asiata,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Shaun Draughn,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chase Reynolds,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Johnson,NYG,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trent Richardson,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Doug Martin,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamar Miller,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Isaiah Pead,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Polk,HOU,RB,@Sea,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
LaMike James,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Bernard Pierce,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Turbin,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronnie Hillman,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyrus Gray,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Vick Ballard,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Morris,DAL,RB,@Wsh,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Herron,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryce Brown,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Daryl Richardson,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Cory Harkey,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joe Banyard,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Derrick Coleman,ATL,RB,@NYJ,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Gray,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lance Dunbar,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travaris Cadet,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandon Bolden,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Bobby Rainey Jr.,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Grimes,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamize Olawale,OAK,RB,@Buf,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Fozzy Whittaker,CAR,RB,@TB,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Montee Ball,FA,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le'Veon Bell,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Giovani Bernard,CIN,RB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Knile Davis,PIT,RB,@Det,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Eddie Lacy,SEA,RB,Hou,Sun 4:05,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine Michael,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Ellington,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latavius Murray,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenjon Barner,PHI,RB,SF,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Denard Robinson,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike Gillislee,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Chris Thompson,WAS,RB,Dal,Sun 4:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike James,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Rex Burkhead,NWE,RB,LAC,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Bohanon,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stepfan Taylor,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Theo Riddick,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac Stacy,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyle Juszczyk,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Randle,FA,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spencer Ware,KAN,RB,Den,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerwynn Williams,ARI,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.J. Anderson,DEN,RB,@KC,Mon 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Benny Cunningham,CHI,RB,@NO,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Kendall Gaskins,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Miller,DET,RB,Pit,Sun 8:30,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Line,NOR,RB,Chi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
George Winn,IND,RB,@Cin,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Khiry Robinson,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Sims,TAM,RB,Car,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Dri Archer,BUF,RB,Oak,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlos Hyde,SFO,RB,@Phi,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerick McKinnon,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance West,BAL,RB,Mia,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Tre Mason,LAR,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bishop Sankey,MIN,RB,@Cle,Sun 9:30 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy Hill,CIN,RB,Ind,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyler Gaffney,JAC,RB,** BYE **,,,,,,,,,,,,,,,,,,,,,,,,,,,
Storm Johnson,MIA,RB,@Bal,Thu 8:25,,,,,,,,,,,,,,,,,,,,,,,,,,
Lache Seastrunk,NYJ,RB,Atl,Sun 1:00,,,,,,,,,,,,,,,,,,,,,,,,,,
