Player,Team,Pos,Opp,WLScore,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,Tgt,2PC,FumL,MiscTD,DefTD,FumR,Sack,Sfty,Blk,PtsAlld,1_39,40_49,50plus,KTot,XP,FFPts
Ben Roethlisberger,PIT,QB,@Chi,L 17-23,22/39,235.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,12.0
Jay Cutler,MIA,QB,@NYJ,L 6-20,26/44,220.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,11.7
Cam Newton,CAR,QB,NO,L 13-34,17/26,167.0,0.0,3.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,8.3
Trevor Siemian,DEN,QB,@Buf,L 16-26,24/40,259.0,0.0,2.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,7.6
Mike Glennon,CHI,QB,Pit,W 23-17,15/22,101.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,6.4
Ryan Mallett,BAL,QB,@Jax,L 7-44,6/9,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.4
Derek Carr,OAK,QB,@Wsh,L 10-27,19/31,118.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,5.2
Philip Rivers,LAC,QB,KC,L 10-24,20/40,237.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,3.5
Derek Anderson,CAR,QB,NO,L 13-34,2/7,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.7
Mike Vick,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Shaun Hill,MIN,QB,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tony Romo,DAL,QB,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Schaub,ATL,QB,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Luke McCown,DAL,QB,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dan Orlovsky,LAR,QB,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Cassel,TEN,QB,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Fitzpatrick,TAM,QB,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Clemens,LAC,QB,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tarvaris Jackson,SEA,QB,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Charlie Whitehurst,CLE,QB,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bruce Gradkowski,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Drew Stanton,ARI,QB,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Moore,MIA,QB,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Johnson,NYG,QB,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Flynn,NOR,QB,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chase Daniel,NOR,QB,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Josh Freeman,IND,QB,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mark Sanchez,CHI,QB,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sam Bradford,MIN,QB,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Clausen,BAL,QB,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colt McCoy,WAS,QB,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dan LeFevour,TAM,QB,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joe Webb,BUF,QB,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Thaddeus Lewis,BAL,QB,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Ponder,SFO,QB,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Blaine Gabbert,ARI,QB,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Colin Kaepernick,SFO,QB,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
T.J. Yates,BUF,QB,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jerrod Johnson,DAL,QB,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Scott Tolzien,IND,QB,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Andrew Luck,IND,QB,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Robert Griffin III,CLE,QB,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Tannehill,MIA,QB,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nick Foles,PHI,QB,NYG,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Weeden,TEN,QB,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brock Osweiler,DEN,QB,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kellen Moore,DAL,QB,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Lindley,IND,QB,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Austin Davis,SEA,QB,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Simms,ATL,QB,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Alex Tanney,TEN,QB,Sea,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
EJ Manuel,OAK,QB,@Wsh,L 10-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Geno Smith,NYG,QB,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Nassib,JAC,QB,Bal,W 44-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean Renfree,ATL,QB,@Det,W 30-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Landry Jones,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zac Dysert,ARI,QB,Dal,L 17-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Barkley,SFO,QB,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Ryan Griffin,TAM,QB,@Min,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tyler Bray,KAN,QB,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt McGloin,PHI,QB,NYG,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Teddy Bridgewater,MIN,QB,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Johnny Manziel,CLE,QB,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jimmy Garoppolo,NWE,QB,Hou,W 36-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
AJ McCarron,CIN,QB,@GB,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tajh Boyd,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Zach Mettenberger,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
David Fales,MIA,QB,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Keith Wenning,BUF,QB,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Tom Savage,HOU,QB,@NE,L 33-36,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Aaron Murray,KAN,QB,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Matt Blanchard,CHI,QB,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dustin Vaughan,BAL,QB,@Jax,L 7-44,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Shaw,CHI,QB,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Bryce Petty,NYJ,QB,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Dylan Thompson,LAR,QB,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Sean Mannion,LAR,QB,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Garrett Grayson,NOR,QB,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brett Hundley,GNB,QB,Cin,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Paxton Lynch,DEN,QB,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Christian Hackenberg,NYJ,QB,Mia,W 20-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cody Kessler,CLE,QB,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Connor Cook,OAK,QB,@Wsh,L 10-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cardale Jones,LAC,QB,KC,L 10-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Kevin Hogan,CLE,QB,@Ind,L 28-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nate Sudfeld,WAS,QB,Oak,W 27-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jake Rudock,DET,QB,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Allen,LAR,QB,@SF,W 41-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Jeff Driskel,CIN,QB,@GB,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brandon Doughty,MIA,QB,@NYJ,L 6-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Trevone Boykin,SEA,QB,@Ten,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taylor Heinicke,MIN,QB,TB,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Stephen Morris,IND,QB,Cle,W 31-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joe Callahan,GNB,QB,Cin,W 27-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Mitchell Trubisky,CHI,QB,Pit,W 23-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Brad Kaaya,DET,QB,Atl,L 26-30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Kelly,DEN,QB,@Buf,L 16-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Patrick Mahomes,KAN,QB,@LAC,W 24-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Joshua Dobbs,PIT,QB,@Chi,L 17-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Nathan Peterman,BUF,QB,Den,W 26-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
C.J. Beathard,SFO,QB,LAR,L 39-41,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Davis Webb,NYG,QB,@Phi,L 24-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Cooper Rush,DAL,QB,@Ari,W 28-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Taysom Hill,NOR,QB,@Car,W 34-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0
Chad Henne,JAC,QB,Bal,W 44-7,0/2,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-0.3
Joe Flacco,BAL,QB,@Jax,L 7-44,8/18,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,-2.9
Todd Gurley II,LAR,RB,@SF,W 41-39,0/0,0.0,0.0,0.0,28.0,113.0,2.0,5.0,36.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,32.9
Jordan Howard,CHI,RB,Pit,W 23-17,0/0,0.0,0.0,0.0,23.0,140.0,2.0,5.0,26.0,0.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,26.6
Chris Thompson,WAS,RB,Oak,W 27-10,0/0,0.0,0.0,0.0,8.0,38.0,0.0,6.0,150.0,1.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,24.8
Kareem Hunt,KAN,RB,@LAC,W 24-10,0/0,0.0,0.0,0.0,17.0,172.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,24.3
Dalvin Cook,MIN,RB,TB,W 34-17,0/0,0.0,0.0,0.0,27.0,97.0,1.0,5.0,72.0,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,22.9
Carlos Hyde,SFO,RB,LAR,L 39-41,0/0,0.0,0.0,0.0,25.0,84.0,2.0,3.0,10.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,21.4
Devonta Freeman,ATL,RB,@Det,W 30-26,0/0,0.0,0.0,0.0,21.0,106.0,1.0,3.0,32.0,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,19.8
DeMarco Murray,TEN,RB,Sea,W 33-27,0/0,0.0,0.0,0.0,14.0,115.0,1.0,1.0,5.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,18.0
Duke Johnson Jr.,CLE,RB,@Ind,L 28-31,0/0,0.0,0.0,0.0,2.0,23.0,1.0,6.0,81.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,16.4
Le'Veon Bell,PIT,RB,@Chi,L 17-23,0/0,0.0,0.0,0.0,15.0,61.0,1.0,6.0,37.0,0.0,7.0,0.0,0.0,0.0,,,,,,,,,,,,15.8
Ezekiel Elliott,DAL,RB,@Ari,W 28-17,0/0,0.0,0.0,0.0,22.0,80.0,1.0,3.0,14.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,15.4
