Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Joe Flacco,WA (Wed),,BAL,QB,Wsh,Sun 1:00,23.7/37.6,279.6,1.7,1.1,2.1,4.1,0.1,0.0,0.0,0.0,,,,,,16.1
Matthew Stafford,APE,,DET,QB,Phi,Sun 1:00,25.3/38,273.4,1.6,1.0,2.3,8.2,0.1,0.0,0.0,0.0,,,,,,16.1
Kirk Cousins,SCOT,,WAS,QB,@Bal,Sun 1:00,25.9/39.8,286.6,1.5,1.0,2.0,5.3,0.1,0.0,0.0,0.0,,,,,,15.9
Eli Manning,SLIV,,NYG,QB,@GB,Sun 8:30,24.8/38.4,301.3,1.7,1.4,1.3,1.2,0.0,0.0,0.0,0.0,,,,,,15.8
Derek Carr,WA (Wed),,OAK,QB,SD,Sun 4:25,22.1/34.7,253.4,1.8,0.9,1.7,5.3,0.1,0.0,0.0,0.0,,,,,,15.8
Marcus Mariota,WA (Wed),,TEN,QB,@Mia,Sun 1:00,20.5/31.1,246.1,1.4,0.9,4.1,23.1,0.1,0.0,0.0,0.0,,,,,,15.7
Ryan Tannehill,WA (Wed),,MIA,QB,Ten,Sun 1:00,22.1/35.2,258.0,1.4,0.9,3.0,11.8,0.1,0.0,0.0,0.0,,,,,,15.7
Jameis Winston,WA (Wed),,TAM,QB,@Car,Mon 8:30,22.3/39.5,248.0,1.6,1.5,4.1,15.5,0.1,0.0,0.0,0.0,,,,,,15.1
Tyrod Taylor,BKN,,BUF,QB,@LA,Sun 4:25,17.1/28.7,182.3,1.2,0.7,6.8,34.0,0.2,0.0,0.0,0.0,,,,,,14.8
Matt Ryan,NOG,,ATL,QB,@Den,Sun 4:05,25/38.9,259.4,1.4,1.0,1.9,5.4,0.0,0.0,0.0,0.0,,,,,,14.0
Dak Prescott,WA (Wed),,DAL,QB,Cin,Sun 4:25,20.6/31.9,218.8,1.4,1.0,2.6,12.5,0.1,0.0,0.0,0.0,,,,,,14.0
Brock Osweiler,WA (Wed),,HOU,QB,@Min,Sun 1:00,22.4/36.5,250.4,1.2,1.1,3.1,5.6,0.0,0.0,0.0,0.0,,,,,,13.1
Paxton Lynch,WA (Wed),,DEN,QB,Atl,Sun 4:05,18.6/31.3,205.6,1.5,1.3,2.3,9.7,0.1,0.0,0.0,0.0,,,,,,12.9
Blaine Gabbert,WA (Wed),,SFO,QB,Ari,Thu 8:25,20.7/34.9,226.4,1.1,1.4,4.4,18.0,0.1,0.0,0.0,0.0,,,,,,12.8
Sam Bradford,WA (Wed),,MIN,QB,Hou,Sun 1:00,20.5/32.5,210.8,1.1,0.8,2.0,5.0,0.1,0.0,0.0,0.0,,,,,,11.6
Cody Kessler,WA (Wed),,CLE,QB,NE,Sun 1:00,20.2/36.2,217.7,1.1,1.3,2.6,10.0,0.1,0.0,0.0,0.0,,,,,,11.5
Case Keenum,WA (Wed),,LAR,QB,Buf,Sun 4:25,17.8/29.7,199.9,0.7,1.0,2.7,7.9,0.1,0.0,0.0,0.0,,,,,,9.6
Scott Tolzien,WA (Wed),,IND,QB,Chi,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,@Cle,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Drew Stanton,WA (Wed),,ARI,QB,@SF,Thu 8:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brett Hundley,WA (Wed),,GNB,QB,NYG,Sun 8:30,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Anderson,WA (Wed),,CAR,QB,TB,Mon 8:30,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Landry Jones,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chase Daniel,WA (Wed),,PHI,QB,@Det,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colin Kaepernick,WA (Wed),,SFO,QB,Ari,Thu 8:25,0.1/0.2,1.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,0.0
Geno Smith,WA (Wed),,NYJ,QB,@Pit,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt McGloin,WA (Wed),,OAK,QB,SD,Sun 4:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Davis,WA (Wed),,DEN,QB,Atl,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,Wsh,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Clemens,WA (Wed),,SDG,QB,@Oak,Sun 4:25,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,@LA,Sun 4:25,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,@Dal,Sun 4:25,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Nassib,WA (Wed),,NYG,QB,@GB,Sun 8:30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Cassel,WA (Wed),,TEN,QB,@Mia,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Glennon,WA (Wed),,TAM,QB,@Car,Mon 8:30,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brian Hoyer,WA (Wed),,CHI,QB,@Ind,Sun 1:00,0.1/0.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Moore,WA (Wed),,MIA,QB,Ten,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Schaub,WA (Wed),,ATL,QB,@Den,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,Phi,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mark Sanchez,WA (Wed),,DAL,QB,Cin,Sun 4:25,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,@Bal,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Savage,WA (Wed),,HOU,QB,@Min,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,NE,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shaun Hill,WA (Wed),,MIN,QB,Hou,Sun 1:00,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jared Goff,WA (Wed),,LAR,QB,Buf,Sun 4:25,0.1/0.1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Drew Brees,APE,,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh McCown,WA (Wed),,CLE,QB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,WA (Wed),,DAL,QB,Cin,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Luke McCown,WA (Wed),,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Alex Smith,WA (Wed),,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tarvaris Jackson,WA (Wed),,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Bruce Gradkowski,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chad Henne,WA (Wed),,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh Javon Johnson,WA (Wed),,NYG,QB,@GB,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,WA (Wed),,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Josh Freeman,WA (Wed),,IND,QB,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,WA (Wed),,BAL,QB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,WA (Wed),,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,WA (Wed),,TAM,QB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Webb,WA (Wed),,CAR,QB,TB,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,WA (Wed),,SFO,QB,Ari,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,Ari,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,WA (Wed),,DAL,QB,Cin,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,WA (Wed),,CLE,QB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nick Foles,WA (Wed),,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Brandon Weeden,WA (Wed),,HOU,QB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Russell Wilson,FUNK,,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Kellen Moore,WA (Wed),,DAL,QB,Cin,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,WA (Wed),,IND,QB,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,WA (Wed),,ATL,QB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,WA (Wed),,ATL,QB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,WA (Wed),,ARI,QB,@SF,Thu 8:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Barkley,WA (Wed),,CHI,QB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,WA (Wed),,TAM,QB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,WA (Wed),,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Blake Bortles,SLIV,,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Teddy Bridgewater,WA (Wed),,MIN,QB,Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,NE,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,@GB,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,WA (Wed),,CHI,QB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,WA (Wed),,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Matt Blanchard,WA (Wed),,CHI,QB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,@Pit,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevor Siemian,WA (Wed),,DEN,QB,Atl,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,WA (Wed),,LAR,QB,Buf,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,Buf,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,WA (Wed),,NOR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Christian Hackenberg,WA (Wed),,NYJ,QB,@Pit,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jacoby Brissett,WA (Wed),,NWE,QB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,WA (Wed),,OAK,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,WA (Wed),,BUF,QB,@LA,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,WA (Wed),,KAN,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Nate Sudfeld,WA (Wed),,WAS,QB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,WA (Wed),,DET,QB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Jeff Driskel,WA (Wed),,CIN,QB,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevone Boykin,WA (Wed),,SEA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Taylor Heinicke,WA (Wed),,MIN,QB,Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,WA (Wed),,IND,QB,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,WA (Wed),,GNB,QB,NYG,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Johnson,GARI,,ARI,RB,@SF,Thu 8:25,0/0,0.0,0.0,0.0,20.8,88.2,0.7,3.4,33.6,0.2,,,,,,17.2
Le'Veon Bell,SCOT,,PIT,RB,NYJ,Sun 1:00,0/0,0.0,0.0,0.0,19.6,75.3,0.5,4.6,41.8,0.2,,,,,,16.0
C.J. Anderson,SCOT,,DEN,RB,Atl,Sun 4:05,0/0,0.0,0.0,0.0,18.8,86.1,0.6,2.4,18.6,0.1,,,,,,14.5
Todd Gurley,BKN,,LAR,RB,Buf,Sun 4:25,0/0,0.0,0.0,0.0,21.1,86.8,0.7,2.3,18.3,0.0,,,,,,14.4
LeGarrette Blount,WA (Wed),,NWE,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,20.5,89.7,0.8,0.1,1.1,0.0,,,,,,13.8
LeSean McCoy,SLIV,,BUF,RB,@LA,Sun 4:25,0/0,0.0,0.0,0.0,18.7,79.6,0.5,3.1,22.0,0.1,,,,,,13.6
Lamar Miller,FUNK,,HOU,RB,@Min,Sun 1:00,0/0,0.0,0.0,0.0,21.0,84.0,0.4,3.1,21.8,0.1,,,,,,13.5
Ezekiel Elliott,SCOT,,DAL,RB,Cin,Sun 4:25,0/0,0.0,0.0,0.0,19.7,81.3,0.6,1.9,13.6,0.1,,,,,,13.4
Melvin Gordon,BKN,,SDG,RB,@Oak,Sun 4:25,0/0,0.0,0.0,0.0,18.1,74.4,0.5,3.8,28.8,0.1,,,,,,13.3
DeMarco Murray,SLIV,,TEN,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,15.6,70.9,0.4,3.8,31.1,0.1,,,,,,13.3
Frank Gore,SCOT,,IND,RB,Chi,Sun 1:00,0/0,0.0,0.0,0.0,17.3,69.7,0.5,2.3,20.8,0.1,,,,,,12.8
Matt Forte,FUNK,,NYJ,RB,@Pit,Sun 1:00,0/0,0.0,0.0,0.0,16.9,65.4,0.4,3.4,30.2,0.1,,,,,,12.4
Arian Foster,NOG,,MIA,RB,Ten,Sun 1:00,0/0,0.0,0.0,0.0,14.1,60.0,0.5,2.6,22.4,0.1,,,,,,11.8
Jordan Howard,SLIV,,CHI,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,14.2,63.3,0.5,2.5,19.5,0.1,,,,,,11.3
Terrance West,APE,,BAL,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,16.1,71.5,0.5,1.7,13.0,0.1,,,,,,11.2
Jerick McKinnon,GARI,,MIN,RB,Hou,Sun 1:00,0/0,0.0,0.0,0.0,15.6,70.4,0.4,1.9,13.0,0.0,,,,,,10.5
Eddie Lacy,GARI,,GNB,RB,NYG,Sun 8:30,0/0,0.0,0.0,0.0,16.2,65.1,0.4,1.7,13.2,0.1,,,,,,10.5
Carlos Hyde,SLIV,,SFO,RB,Ari,Thu 8:25,0/0,0.0,0.0,0.0,16.5,66.0,0.4,1.8,11.4,0.0,,,,,,10.4
Latavius Murray,GARI,,OAK,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,11.8,54.8,0.5,2.1,16.0,0.1,,,,,,10.3
Devonta Freeman,SLIV,,ATL,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,13.7,54.9,0.3,3.4,23.4,0.1,,,,,,10.1
Charles Sims,LOS,,TAM,RB,@Car,Mon 8:30,0/0,0.0,0.0,0.0,12.9,47.9,0.3,3.9,32.1,0.1,,,,,,9.9
Jeremy Hill,BKN,,CIN,RB,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,14.2,61.2,0.4,1.1,8.4,0.0,,,,,,9.5
Rashad Jennings,BKN,,NYG,RB,@GB,Sun 8:30,0/0,0.0,0.0,0.0,14.5,53.0,0.3,2.6,20.7,0.1,,,,,,9.3
Theo Riddick,NOG,,DET,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,8.1,32.9,0.2,4.8,38.0,0.2,,,,,,9.1
Isaiah Crowell,NOG,,CLE,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,13.6,56.7,0.3,1.0,7.0,0.0,,,,,,8.2
Ryan Mathews,SCOT,,PHI,RB,@Det,Sun 1:00,0/0,0.0,0.0,0.0,10.8,51.7,0.4,0.8,6.3,0.0,,,,,,8.0
Cameron Artis-Payne,WA (Wed),,CAR,RB,TB,Mon 8:30,0/0,0.0,0.0,0.0,13.5,48.6,0.4,0.6,5.2,0.0,,,,,,8.0
Matt Jones,FUNK,,WAS,RB,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,13.5,50.7,0.4,1.2,10.2,0.0,,,,,,8.0
Darren Sproles,NOG,,PHI,RB,@Det,Sun 1:00,0/0,0.0,0.0,0.0,5.4,26.0,0.2,3.6,32.7,0.1,,,,,,7.9
Giovani Bernard,APE,,CIN,RB,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,6.8,29.9,0.2,4.1,34.8,0.1,,,,,,7.9
Duke Johnson Jr.,WA (Wed),,CLE,RB,NE,Sun 1:00,0/0,0.0,0.0,0.0,6.4,25.8,0.1,4.3,31.8,0.1,,,,,,7.1
Fozzy Whittaker,WA (Wed),,CAR,RB,TB,Mon 8:30,0/0,0.0,0.0,0.0,8.2,30.2,0.2,2.2,17.7,0.1,,,,,,6.9
Dwayne Washington,WA (Wed),,DET,RB,Phi,Sun 1:00,0/0,0.0,0.0,0.0,9.5,40.0,0.3,1.1,7.2,0.0,,,,,,6.5
James White,WA (Wed),,NWE,RB,@Cle,Sun 1:00,0/0,0.0,0.0,0.0,3.5,14.6,0.1,3.4,32.4,0.1,,,,,,6.3
Tevin Coleman,SLIV,,ATL,RB,@Den,Sun 4:05,0/0,0.0,0.0,0.0,7.3,28.8,0.2,2.3,18.0,0.1,,,,,,6.2
Matt Asiata,WA (Wed),,MIN,RB,Hou,Sun 1:00,0/0,0.0,0.0,0.0,7.4,28.8,0.3,1.9,12.1,0.1,,,,,,6.1
Bilal Powell,WA (Wed),,NYJ,RB,@Pit,Sun 1:00,0/0,0.0,0.0,0.0,5.2,21.0,0.1,3.0,24.5,0.1,,,,,,5.7
Derrick Henry,APE,,TEN,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,8.5,35.9,0.2,0.7,5.7,0.0,,,,,,5.3
DeAndre Washington,WA (Wed),,OAK,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,6.6,30.8,0.2,0.8,6.0,0.0,,,,,,5.2
Kenneth Dixon,WA (Wed),,BAL,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,5.4,24.7,0.1,1.7,14.8,0.1,,,,,,5.0
Shaun Draughn,WA (Wed),,SFO,RB,Ari,Thu 8:25,0/0,0.0,0.0,0.0,7.3,27.2,0.1,1.8,11.9,0.0,,,,,,5.0
Ka'Deem Carey,WA (Wed),,CHI,RB,@Ind,Sun 1:00,0/0,0.0,0.0,0.0,4.7,20.2,0.2,1.7,14.4,0.0,,,,,,4.6
Jalen Richard,WA (Wed),,OAK,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,5.5,24.2,0.2,1.0,8.0,0.0,,,,,,4.5
