Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,FFPts
Blaine Gabbert,FA,,SFO,QB,@Sea,Sun 4:05,22.5/38.4,235.9,1.0,1.3,4.3,14.3,0.1,0.0,0.0,0.0,,,,,,12.2
Sam Bradford,FA,,MIN,QB,@Car,Sun 1:00,22.1/35.6,227.5,1.1,1.0,1.9,4.5,0.1,0.0,0.0,0.0,,,,,,11.7
Case Keenum,FA,,LAR,QB,@TB,Sun 4:05,19.3/31.7,225.3,0.8,1.1,2.5,7.2,0.1,0.0,0.0,0.0,,,,,,11.0
Trevor Siemian,FA,,DEN,QB,@Cin,Sun 1:00,19.1/33.3,192.8,1.1,1.5,3.4,14.1,0.1,0.0,0.0,0.0,,,,,,10.7
Scott Tolzien,FA,,IND,QB,SD,Sun 4:25,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chad Henne,FA,,JAC,QB,Bal,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brett Hundley,FA,,GNB,QB,Det,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Trevone Boykin,FA,,SEA,QB,SF,Sun 4:05,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Nassib,FA,,NYG,QB,Wsh,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mark Sanchez,FA,,DAL,QB,Chi,Sun 8:30,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Glennon,FA,,TAM,QB,LA,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Clemens,FA,,SDG,QB,@Ind,Sun 4:25,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Drew Stanton,FA,,ARI,QB,@Buf,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Derek Anderson,FA,,CAR,QB,Min,Sun 1:00,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Moore,FA,,MIA,QB,Cle,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt McGloin,FA,,OAK,QB,@Ten,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Landry Jones,FA,,PIT,QB,@Phi,Sun 4:25,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Schaub,FA,,ATL,QB,@NO,Mon 8:30,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Luke McCown,FA,,NOR,QB,Atl,Mon 8:30,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Geno Smith,FA,,NYJ,QB,@KC,Sun 4:25,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Mallett,FA,,BAL,QB,@Jax,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Chase Daniel,FA,,PHI,QB,Pit,Sun 4:25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colin Kaepernick,FA,,SFO,QB,@Sea,Sun 4:05,0.1/0.2,1.2,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,,,,,0.0
EJ Manuel,FA,,BUF,QB,Ari,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Cassel,FA,,TEN,QB,Oak,Sun 1:00,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Savage,WA (Wed),,HOU,QB,@NE,L 0-27,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Charlie Whitehurst,FA,,CLE,QB,@Mia,Sun 1:00,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
AJ McCarron,FA,,CIN,QB,Den,Sun 1:00,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Colt McCoy,FA,,WAS,QB,@NYG,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Paxton Lynch,FA,,DEN,QB,@Cin,Sun 1:00,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nick Foles,FA,,KAN,QB,NYJ,Sun 4:25,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dan Orlovsky,FA,,DET,QB,@GB,Sun 1:00,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Shaun Hill,FA,,MIN,QB,@Car,Sun 1:00,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jared Goff,FA,,LAR,QB,@TB,Sun 4:05,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tom Brady,WA (Wed),,NWE,QB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Mike Vick,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh McCown,FA,,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tony Romo,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jay Cutler,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tarvaris Jackson,FA,,SEA,QB,SF,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bruce Gradkowski,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Javon Johnson,FA,,NYG,QB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Flynn,FA,,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Josh Freeman,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Clausen,FA,,BAL,QB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tim Tebow,FA,,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Dan LeFevour,FA,,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Webb,FA,,CAR,QB,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Thaddeus Lewis,FA,,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Ponder,FA,,SFO,QB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
T.J. Yates,WA (Wed),,HOU,QB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jerrod Johnson,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Robert Griffin III,FA,,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Weeden,WA (Wed),,HOU,QB,@NE,L 0-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kellen Moore,FA,,DAL,QB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Lindley,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Austin Davis,FA,,DEN,QB,@Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Simms,FA,,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Alex Tanney,FA,,TEN,QB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Renfree,FA,,ATL,QB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zac Dysert,FA,,MIA,QB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Barkley,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Ryan Griffin,FA,,TAM,QB,LA,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tyler Bray,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Teddy Bridgewater,FA,,MIN,QB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Johnny Manziel,FA,,CLE,QB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,Hou,W 27-0,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Tajh Boyd,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Logan Thomas,FA,,NYG,QB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Zach Mettenberger,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
David Fales,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Keith Wenning,FA,,CIN,QB,Den,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Aaron Murray,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Matt Blanchard,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dustin Vaughan,FA,,PIT,QB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Shaw,FA,,CHI,QB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Bryce Petty,FA,,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Dylan Thompson,FA,,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Sean Mannion,FA,,LAR,QB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Garrett Grayson,FA,,NOR,QB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Christian Hackenberg,FA,,NYJ,QB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Connor Cook,FA,,OAK,QB,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Cardale Jones,FA,,BUF,QB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Kevin Hogan,FA,,KAN,QB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Nate Sudfeld,FA,,WAS,QB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jake Rudock,FA,,DET,QB,@GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Allen,FA,,JAC,QB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Jeff Driskel,FA,,CIN,QB,Den,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Brandon Doughty,FA,,MIA,QB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Taylor Heinicke,FA,,MIN,QB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Stephen Morris,FA,,IND,QB,SD,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
Joe Callahan,FA,,GNB,QB,Det,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
DeAngelo Williams,GARI,,PIT,RB,@Phi,Sun 4:25,0/0,0.0,0.0,0.0,20.9,100.6,0.5,4.2,32.6,0.2,,,,,,17.1
David Johnson,GARI,,ARI,RB,@Buf,Sun 1:00,0/0,0.0,0.0,0.0,16.4,70.3,0.6,3.6,35.1,0.2,,,,,,15.1
Todd Gurley,BKN,,LAR,RB,@TB,Sun 4:05,0/0,0.0,0.0,0.0,18.4,73.4,0.7,2.5,20.8,0.1,,,,,,14.0
C.J. Anderson,SCOT,,DEN,RB,@Cin,Sun 1:00,0/0,0.0,0.0,0.0,17.6,80.3,0.5,2.5,17.7,0.1,,,,,,13.3
Matt Forte,FUNK,,NYJ,RB,@KC,Sun 4:25,0/0,0.0,0.0,0.0,17.6,71.8,0.4,3.9,31.2,0.1,,,,,,13.2
Ezekiel Elliott,SCOT,,DAL,RB,Chi,Sun 8:30,0/0,0.0,0.0,0.0,18.3,74.5,0.6,1.7,14.0,0.1,,,,,,12.8
LeSean McCoy,SLIV,,BUF,RB,Ari,Sun 1:00,0/0,0.0,0.0,0.0,16.7,71.3,0.5,3.1,22.1,0.1,,,,,,12.8
Mark Ingram,BKN,,NOR,RB,Atl,Mon 8:30,0/0,0.0,0.0,0.0,15.1,68.2,0.5,2.9,20.6,0.1,,,,,,12.6
Lamar Miller,FUNK,,HOU,RB,@NE,L 0-27,0/0,0.0,0.0,0.0,18.1,76.0,0.4,2.9,21.0,0.1,,,,,,12.6
DeMarco Murray,SLIV,,TEN,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,14.7,64.7,0.5,3.0,23.8,0.1,,,,,,12.6
Frank Gore,SCOT,,IND,RB,SD,Sun 4:25,0/0,0.0,0.0,0.0,15.2,67.6,0.4,2.7,23.5,0.1,,,,,,12.2
Spencer Ware,SCOT,,KAN,RB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,14.4,59.3,0.6,2.5,20.0,0.1,,,,,,12.0
Devonta Freeman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,12.6,56.2,0.5,3.0,27.0,0.1,,,,,,11.8
Eddie Lacy,GARI,,GNB,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,15.7,71.9,0.5,1.8,14.8,0.1,,,,,,11.7
Melvin Gordon,BKN,,SDG,RB,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,15.9,66.2,0.4,3.4,25.7,0.1,,,,,,11.5
Rashad Jennings,BKN,,NYG,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,16.6,74.1,0.4,1.7,13.0,0.1,,,,,,11.3
Charles Sims,LOS,,TAM,RB,LA,Sun 4:05,0/0,0.0,0.0,0.0,15.6,60.7,0.4,3.0,26.3,0.1,,,,,,11.3
Isaiah Crowell,NOG,,CLE,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,18.0,76.7,0.4,1.2,9.2,0.0,,,,,,11.3
Jay Ajayi,FA,,MIA,RB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,13.4,58.9,0.5,2.1,16.4,0.1,,,,,,10.9
LeGarrette Blount,WA (Wed),,NWE,RB,Hou,W 27-0,0/0,0.0,0.0,0.0,18.4,79.3,0.4,0.2,1.5,0.0,,,,,,10.5
Latavius Murray,GARI,,OAK,RB,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,13.6,58.0,0.4,2.4,18.2,0.1,,,,,,10.3
Tevin Coleman,SLIV,,ATL,RB,@NO,Mon 8:30,0/0,0.0,0.0,0.0,9.4,43.1,0.4,3.4,29.5,0.1,,,,,,10.0
Christine Michael,APE,,SEA,RB,SF,Sun 4:05,0/0,0.0,0.0,0.0,13.5,57.2,0.4,1.7,13.4,0.1,,,,,,9.6
Jeremy Langford,SLIV,,CHI,RB,@Dal,Sun 8:30,0/0,0.0,0.0,0.0,12.1,49.4,0.4,2.0,18.8,0.1,,,,,,9.3
Jerick McKinnon,FA,,MIN,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,12.3,53.6,0.3,2.6,17.3,0.1,,,,,,9.2
Justin Forsett,LOS,,BAL,RB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,12.1,52.2,0.3,2.2,15.3,0.1,,,,,,9.0
Theo Riddick,NOG,,DET,RB,@GB,Sun 1:00,0/0,0.0,0.0,0.0,8.6,32.4,0.2,4.4,37.0,0.1,,,,,,9.0
Shane Vereen,FA,,NYG,RB,Wsh,Sun 1:00,0/0,0.0,0.0,0.0,8.3,36.7,0.2,3.1,27.1,0.2,,,,,,8.8
Thomas Rawls,APE,,SEA,RB,SF,Sun 4:05,0/0,0.0,0.0,0.0,12.0,53.6,0.3,1.3,11.2,0.1,,,,,,8.7
T.J. Yeldon,APE,,JAC,RB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,11.4,44.6,0.3,2.4,17.4,0.1,,,,,,8.5
Jeremy Hill,BKN,,CIN,RB,Den,Sun 1:00,0/0,0.0,0.0,0.0,14.5,53.0,0.4,1.2,7.1,0.0,,,,,,8.5
Carlos Hyde,SLIV,,SFO,RB,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,13.7,45.7,0.3,2.4,15.4,0.1,,,,,,8.1
Terrance West,FA,,BAL,RB,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,11.6,44.7,0.4,1.9,14.7,0.1,,,,,,8.1
Matt Jones,FUNK,,WAS,RB,@NYG,Sun 1:00,0/0,0.0,0.0,0.0,13.3,51.8,0.3,1.2,10.8,0.0,,,,,,8.0
Darren Sproles,FA,,PHI,RB,Pit,Sun 4:25,0/0,0.0,0.0,0.0,6.2,26.4,0.2,3.5,30.0,0.1,,,,,,7.7
Ryan Mathews,SCOT,,PHI,RB,Pit,Sun 4:25,0/0,0.0,0.0,0.0,10.7,45.2,0.3,1.1,8.0,0.0,,,,,,7.3
Giovani Bernard,FA,,CIN,RB,Den,Sun 1:00,0/0,0.0,0.0,0.0,8.3,32.3,0.2,3.3,22.3,0.1,,,,,,7.0
Duke Johnson Jr.,FA,,CLE,RB,@Mia,Sun 1:00,0/0,0.0,0.0,0.0,6.1,25.3,0.1,3.4,28.0,0.1,,,,,,6.7
Kenyan Drake,FA,,MIA,RB,Cle,Sun 1:00,0/0,0.0,0.0,0.0,7.3,32.7,0.3,1.5,14.5,0.1,,,,,,6.6
Cameron Artis-Payne,FA,,CAR,RB,Min,Sun 1:00,0/0,0.0,0.0,0.0,11.1,43.3,0.3,0.7,4.7,0.0,,,,,,6.5
Derrick Henry,APE,,TEN,RB,Oak,Sun 1:00,0/0,0.0,0.0,0.0,8.0,33.4,0.3,1.4,12.1,0.1,,,,,,6.4
Chris Ivory,GARI,,JAC,RB,Bal,Sun 1:00,0/0,0.0,0.0,0.0,8.3,35.2,0.3,1.3,8.9,0.1,,,,,,6.3
Fozzy Whittaker,FA,,CAR,RB,Min,Sun 1:00,0/0,0.0,0.0,0.0,8.9,37.5,0.2,1.3,9.7,0.1,,,,,,6.3
Matt Asiata,FA,,MIN,RB,@Car,Sun 1:00,0/0,0.0,0.0,0.0,6.8,25.1,0.3,2.4,15.5,0.1,,,,,,6.3
Charcandrick West,FA,,KAN,RB,NYJ,Sun 4:25,0/0,0.0,0.0,0.0,6.8,25.3,0.3,2.1,16.1,0.1,,,,,,6.2
Jacquizz Rodgers,FA,,TAM,RB,LA,Sun 4:05,0/0,0.0,0.0,0.0,8.5,31.3,0.2,1.6,10.8,0.1,,,,,,5.8
James Starks,FA,,GNB,RB,Det,Sun 1:00,0/0,0.0,0.0,0.0,8.0,35.3,0.2,1.0,8.1,0.0,,,,,,5.6
