Player,OwnCode,Action,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,1_39,40_49,50plus,KTot,XP,TT,Sck,FumF,FumR,Int,IntTD,FumTD,FFPts
Derek Carr,WA (Wed),,OAK,QB,@Jax,W 33-16,23.4/38.3,239.7,2.0,1.1,2.0,5.2,0.1,0.0,0.0,0.0,,,,,,,,,,1.1,,,15.7
Joe Flacco,WA (Wed),,BAL,QB,@NYJ,L 16-24,25.7/40.1,311.9,1.3,1.3,1.9,2.0,0.1,0.0,0.0,0.0,,,,,,,,,,1.3,,,15.4
Brian Hoyer,WA (Wed),,CHI,QB,@GB,L 10-26,24.7/39.3,302.8,1.4,1.1,1.6,1.7,0.0,0.0,0.0,0.0,,,,,,,,,,1.1,,,15.3
Eli Manning,WA (Wed),,NYG,QB,@LA,W 17-10,24/38.4,263.2,1.4,0.9,1.2,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.9,,,14.2
Carson Palmer,GARI,,ARI,QB,Sea,T 6-6,23.2/37,263.1,1.5,1.3,1.5,1.9,0.0,0.0,0.0,0.0,,,,,,,,,,1.3,,,14.0
Landry Jones,WA (Wed),,PIT,QB,NE,L 16-27,22.2/38.6,244.9,1.7,1.7,1.5,5.6,0.0,0.0,0.0,0.0,,,,,,,,,,1.7,,,13.6
Ryan Tannehill,WA (Wed),,MIA,QB,Buf,W 28-25,22.1/34.5,254.0,1.2,1.1,2.4,9.0,0.1,0.0,0.0,0.0,,,,,,,,,,1.1,,,13.4
Carson Wentz,WA (Wed),,PHI,QB,Min,W 21-10,21.8/35.4,228.4,1.2,0.9,3.0,11.1,0.1,0.0,0.0,0.0,,,,,,,,,,0.9,,,13.2
Geno Smith,WA (Wed),,NYJ,QB,Bal,W 24-16,20/34.7,214.6,1.3,1.4,3.6,19.2,0.1,0.0,0.0,0.0,,,,,,,,,,1.4,,,12.8
Sam Bradford,WA (Wed),,MIN,QB,@Phi,L 10-21,21.3/32.7,236.6,1.1,0.8,1.9,5.4,0.0,0.0,0.0,0.0,,,,,,,,,,0.8,,,12.8
Cody Kessler,WA (Wed),,CLE,QB,@Cin,L 17-31,21.7/34.8,241.5,1.0,1.2,1.7,7.1,0.1,0.0,0.0,0.0,,,,,,,,,,1.2,,,12.2
Trevor Siemian,FA,,DEN,QB,Hou,Mon 8:30,19.3/31.7,200.9,1.3,1.0,2.6,9.3,0.1,0.0,0.0,0.0,,,,,,,,,,1.0,,,12.0
Case Keenum,WA (Wed),,LAR,QB,NYG,L 10-17,19.9/33.2,216.1,1.0,1.1,2.4,6.2,0.1,0.0,0.0,0.0,,,,,,,,,,1.1,,,11.0
Brock Osweiler,FA,,HOU,QB,@Den,Mon 8:30,20.3/35.1,205.4,1.1,1.1,2.4,4.6,0.0,0.0,0.0,0.0,,,,,,,,,,1.1,,,10.7
Matt Schaub,WA (Wed),,ATL,QB,SD,L 30-33,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chad Henne,WA (Wed),,JAC,QB,Oak,L 16-33,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brett Hundley,WA (Wed),,GNB,QB,Chi,W 26-10,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Cassel,WA (Wed),,TEN,QB,Ind,L 26-34,0.1/0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Glennon,WA (Wed),,TAM,QB,@SF,W 34-17,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
EJ Manuel,WA (Wed),,BUF,QB,@Mia,L 25-28,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dan Orlovsky,WA (Wed),,DET,QB,Wsh,W 20-17,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jimmy Garoppolo,WA (Wed),,NWE,QB,@Pit,W 27-16,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
AJ McCarron,WA (Wed),,CIN,QB,Cle,W 31-17,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt McGloin,WA (Wed),,OAK,QB,@Jax,W 33-16,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kellen Clemens,WA (Wed),,SDG,QB,@Atl,W 33-30,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zach Mettenberger,WA (Wed),,PIT,QB,NE,L 16-27,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Scott Tolzien,WA (Wed),,IND,QB,@Ten,W 34-26,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Colt McCoy,WA (Wed),,WAS,QB,@Det,L 17-20,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Nassib,WA (Wed),,NYG,QB,@LA,W 17-10,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Drew Stanton,WA (Wed),,ARI,QB,Sea,T 6-6,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Fitzpatrick,WA (Wed),,NYJ,QB,Bal,W 24-16,0.1/0.2,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Luke McCown,WA (Wed),,NOR,QB,@KC,L 21-27,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nick Foles,WA (Wed),,KAN,QB,NO,W 27-21,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Paxton Lynch,FA,,DEN,QB,Hou,Mon 8:30,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Blaine Gabbert,WA (Wed),,SFO,QB,TB,L 17-34,0.1/0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Barkley,WA (Wed),,CHI,QB,@GB,L 10-26,0.1/0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Chase Daniel,WA (Wed),,PHI,QB,Min,W 21-10,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Trevone Boykin,WA (Wed),,SEA,QB,@Ari,T 6-6,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tom Savage,FA,,HOU,QB,@Den,Mon 8:30,0.1/0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Mallett,WA (Wed),,BAL,QB,@NYJ,L 16-24,0.1/0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Shaun Hill,WA (Wed),,MIN,QB,@Phi,L 10-21,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kevin Hogan,WA (Wed),,CLE,QB,@Cin,L 17-31,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Moore,WA (Wed),,MIA,QB,Buf,W 28-25,0.1/0.2,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jared Goff,WA (Wed),,LAR,QB,NYG,L 10-17,0.1/0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mike Vick,WA (Wed),,PIT,QB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh McCown,WA (Wed),,CLE,QB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tony Romo,FA,,DAL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ben Roethlisberger,LOS,,PIT,QB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Derek Anderson,FA,,CAR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jay Cutler,WA (Wed),,CHI,QB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tarvaris Jackson,WA (Wed),,SEA,QB,@Ari,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Charlie Whitehurst,WA (Wed),,CLE,QB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bruce Gradkowski,WA (Wed),,PIT,QB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Javon Johnson,WA (Wed),,NYG,QB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Flynn,WA (Wed),,NOR,QB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Josh Freeman,WA (Wed),,IND,QB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Mark Sanchez,FA,,DAL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Jimmy Clausen,WA (Wed),,BAL,QB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tim Tebow,FA,,FA,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Dan LeFevour,WA (Wed),,TAM,QB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Webb,FA,,CAR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Thaddeus Lewis,WA (Wed),,SFO,QB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Christian Ponder,WA (Wed),,SFO,QB,TB,L 17-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Cam Newton,BKN,,CAR,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
T.J. Yates,FA,,HOU,QB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jerrod Johnson,FA,,DAL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Robert Griffin III,WA (Wed),,CLE,QB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Weeden,FA,,HOU,QB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Kellen Moore,FA,,DAL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Ryan Lindley,WA (Wed),,IND,QB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Austin Davis,FA,,DEN,QB,Hou,Mon 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Simms,WA (Wed),,ATL,QB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Alex Tanney,WA (Wed),,TEN,QB,Ind,L 26-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Sean Renfree,WA (Wed),,ATL,QB,SD,L 30-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Zac Dysert,WA (Wed),,ARI,QB,Sea,T 6-6,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Ryan Griffin,WA (Wed),,TAM,QB,@SF,W 34-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tyler Bray,WA (Wed),,KAN,QB,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Teddy Bridgewater,WA (Wed),,MIN,QB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Johnny Manziel,WA (Wed),,CLE,QB,@Cin,L 17-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Tajh Boyd,WA (Wed),,PIT,QB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Logan Thomas,WA (Wed),,NYG,QB,@LA,W 17-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
David Fales,WA (Wed),,CHI,QB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Keith Wenning,WA (Wed),,CIN,QB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Aaron Murray,WA (Wed),,KAN,QB,NO,W 27-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Matt Blanchard,WA (Wed),,CHI,QB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dustin Vaughan,WA (Wed),,PIT,QB,NE,L 16-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Connor Shaw,WA (Wed),,CHI,QB,@GB,L 10-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Bryce Petty,WA (Wed),,NYJ,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dylan Thompson,WA (Wed),,LAR,QB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Sean Mannion,WA (Wed),,LAR,QB,NYG,L 10-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Garrett Grayson,WA (Wed),,NOR,QB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Christian Hackenberg,WA (Wed),,NYJ,QB,Bal,W 24-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jacoby Brissett,WA (Wed),,NWE,QB,@Pit,W 27-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Connor Cook,WA (Wed),,OAK,QB,@Jax,W 33-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Dak Prescott,FA,,DAL,QB,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,,,
Cardale Jones,WA (Wed),,BUF,QB,@Mia,L 25-28,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Nate Sudfeld,WA (Wed),,WAS,QB,@Det,L 17-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jake Rudock,WA (Wed),,DET,QB,Wsh,W 20-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Allen,WA (Wed),,JAC,QB,Oak,L 16-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Jeff Driskel,WA (Wed),,CIN,QB,Cle,W 31-17,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Brandon Doughty,WA (Wed),,MIA,QB,Buf,W 28-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Taylor Heinicke,WA (Wed),,MIN,QB,@Phi,L 10-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Stephen Morris,WA (Wed),,IND,QB,@Ten,W 34-26,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
Joe Callahan,WA (Wed),,NOR,QB,@KC,L 21-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,,,0.0
DeMarco Murray,SLIV,,TEN,RB,Ind,L 26-34,0/0,0.0,0.0,0.0,21.3,100.1,0.7,3.3,27.3,0.2,,,,,,,,,,0.0,,,17.7
Le'Veon Bell,SCOT,,PIT,RB,NE,L 16-27,0/0,0.0,0.0,0.0,16.9,68.7,0.4,5.3,45.1,0.2,,,,,,,,,,0.0,,,15.1
David Johnson,GARI,,ARI,RB,Sea,T 6-6,0/0,0.0,0.0,0.0,17.0,63.8,0.5,3.9,38.3,0.2,,,,,,,,,,0.0,,,14.1
Devonta Freeman,SLIV,,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,15.6,63.0,0.6,3.1,24.6,0.2,,,,,,,,,,0.0,,,13.4
Spencer Ware,GARI,,KAN,RB,NO,W 27-21,0/0,0.0,0.0,0.0,12.9,63.6,0.7,2.1,22.6,0.1,,,,,,,,,,0.0,,,13.2
Todd Gurley,BKN,,LAR,RB,NYG,L 10-17,0/0,0.0,0.0,0.0,19.2,72.6,0.5,3.0,22.2,0.1,,,,,,,,,,0.0,,,12.8
Melvin Gordon,BKN,,SDG,RB,@Atl,W 33-30,0/0,0.0,0.0,0.0,18.7,68.1,0.6,3.0,20.3,0.1,,,,,,,,,,0.0,,,12.8
C.J. Anderson,SCOT,,DEN,RB,Hou,Mon 8:30,0/0,0.0,0.0,0.0,16.8,74.5,0.5,2.3,16.9,0.1,,,,,,,,,,0.0,,,12.6
Mark Ingram,BKN,,NOR,RB,@KC,L 21-27,0/0,0.0,0.0,0.0,14.0,63.2,0.5,3.2,21.5,0.1,,,,,,,,,,0.0,,,11.9
Lamar Miller,FUNK,,HOU,RB,@Den,Mon 8:30,0/0,0.0,0.0,0.0,20.4,81.4,0.3,2.3,14.1,0.1,,,,,,,,,,0.0,,,11.8
Jacquizz Rodgers,NOG,,TAM,RB,@SF,W 34-17,0/0,0.0,0.0,0.0,15.9,68.6,0.4,3.1,20.8,0.1,,,,,,,,,,0.0,,,11.7
Christine Michael,APE,,SEA,RB,@Ari,T 6-6,0/0,0.0,0.0,0.0,17.4,73.0,0.4,2.3,16.5,0.1,,,,,,,,,,0.0,,,11.7
Jeremy Hill,BKN,,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,16.2,67.8,0.7,0.7,6.0,0.0,,,,,,,,,,0.0,,,11.4
LeSean McCoy,SLIV,,BUF,RB,@Mia,L 25-28,0/0,0.0,0.0,0.0,13.3,64.9,0.5,1.8,13.5,0.1,,,,,,,,,,0.0,,,11.3
Frank Gore,SCOT,,IND,RB,@Ten,W 34-26,0/0,0.0,0.0,0.0,15.5,63.3,0.4,2.1,17.8,0.1,,,,,,,,,,0.0,,,10.9
Matt Jones,FUNK,,WAS,RB,@Det,L 17-20,0/0,0.0,0.0,0.0,14.3,63.7,0.5,1.7,17.0,0.1,,,,,,,,,,0.0,,,10.9
Mike Davis,WA (Wed),,SFO,RB,TB,L 17-34,0/0,0.0,0.0,0.0,15.2,53.2,0.7,1.1,9.5,0.0,,,,,,,,,,0.0,,,10.6
Isaiah Crowell,NOG,,CLE,RB,@Cin,L 17-31,0/0,0.0,0.0,0.0,14.2,61.1,0.5,1.6,12.3,0.0,,,,,,,,,,0.0,,,10.6
Zach Zenner,WA (Wed),,DET,RB,Wsh,W 20-17,0/0,0.0,0.0,0.0,12.5,58.8,0.3,2.6,20.2,0.1,,,,,,,,,,0.0,,,10.3
Jay Ajayi,APE,,MIA,RB,Buf,W 28-25,0/0,0.0,0.0,0.0,14.4,59.9,0.5,1.6,12.5,0.0,,,,,,,,,,0.0,,,10.3
Giovani Bernard,APE,,CIN,RB,Cle,W 31-17,0/0,0.0,0.0,0.0,10.1,43.4,0.4,3.6,33.6,0.1,,,,,,,,,,0.0,,,10.3
Jerick McKinnon,GARI,,MIN,RB,@Phi,L 10-21,0/0,0.0,0.0,0.0,13.7,66.2,0.2,2.5,18.8,0.1,,,,,,,,,,0.0,,,10.1
Tevin Coleman,SLIV,,ATL,RB,SD,L 30-33,0/0,0.0,0.0,0.0,8.5,34.1,0.4,3.4,34.0,0.2,,,,,,,,,,0.0,,,9.9
Jordan Howard,SLIV,,CHI,RB,@GB,L 10-26,0/0,0.0,0.0,0.0,13.7,54.8,0.3,2.8,21.5,0.1,,,,,,,,,,0.0,,,9.8
Terrance West,APE,,BAL,RB,@NYJ,L 16-24,0/0,0.0,0.0,0.0,16.0,56.6,0.5,1.9,15.4,0.0,,,,,,,,,,0.0,,,9.8
Matt Forte,FUNK,,NYJ,RB,Bal,W 24-16,0/0,0.0,0.0,0.0,15.4,58.0,0.3,2.0,15.1,0.1,,,,,,,,,,0.0,,,9.5
James White,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,5.6,23.6,0.2,5.2,47.7,0.2,,,,,,,,,,0.0,,,9.4
LeGarrette Blount,WA (Wed),,NWE,RB,@Pit,W 27-16,0/0,0.0,0.0,0.0,13.9,61.1,0.4,0.6,4.7,0.0,,,,,,,,,,0.0,,,9.3
