Player,OwnCode,Team,Pos,Action,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
T.Y. Hilton,LOS,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.1,0.8,0.0,4.7,74.8,0.5,10.4
Jordy Nelson,APE,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,72.5,0.5,10.2
Brandon Marshall,SCOT,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.5,0.5,10.2
Randall Cobb,SLIV,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,1.0,4.5,0.0,5.3,64.6,0.5,9.9
Alshon Jeffery,50%,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,75.2,0.4,9.9
Keenan Allen,BKN,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,75.7,0.3,9.7
Brandin Cooks,SCOT,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.5,3.1,0.0,5.4,65.0,0.4,9.6
Eric Decker,NOG,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,64.8,0.5,9.4
Golden Tate,APE,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.4,2.9,0.0,5.6,68.7,0.3,9.4
Donte Moncrief,BKN,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,61.0,0.5,9.3
Marvin Jones,BKN,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.7,0.4,9.2
Larry Fitzgerald,NOG,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,64.9,0.5,9.2
DeSean Jackson,LOS,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,70.3,0.3,9.1
Michael Crabtree,SLIV,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,61.1,0.5,9.1
John Brown,APE,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,65.7,0.4,9.1
Michael Floyd,SLIV,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,64.5,0.4,9.1
Doug Baldwin,FUNK,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,60.9,0.5,9.1
Jeremy Maclin,LOS,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.7,0.0,4.8,67.8,0.3,9.0
Demaryius Thomas,NOG,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,63.3,0.4,8.7
Jarvis Landry,SLIV,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.8,2.8,0.0,7.2,65.2,0.3,8.6
Jordan Matthews,FUNK,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,60.1,0.4,8.2
Tyler Lockett,NOG,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.3,2.0,0.0,3.3,50.4,0.4,8.1
Emmanuel Sanders,FUNK,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.6,0.0,4.8,61.4,0.3,8.0
Tavon Austin,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,3.2,16.5,0.1,4.2,44.2,0.2,7.9
Julian Edelman,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.5,2.9,0.0,5.2,54.8,0.3,7.8
Sterling Shepard,NOG,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,56.9,0.3,7.6
Pierre Garcon,FA,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.1,0.4,7.6
Torrey Smith,LOS,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,56.5,0.3,7.4
Corey Coleman,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,55.6,0.2,7.3
Stefon Diggs,SCOT,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,4.2,55.0,0.3,7.3
Michael Thomas,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,47.5,0.4,7.1
Mohamed Sanu,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.4,2.4,0.0,4.0,48.2,0.3,7.0
Willie Snead,APE,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.0,0.3,7.0
Vincent Jackson,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,51.5,0.3,7.0
Will Fuller,FA,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,3.1,49.3,0.3,7.0
Markus Wheaton,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,49.9,0.3,6.7
Steve Smith Sr.,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,50.2,0.3,6.7
Allen Hurns,50%,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,47.9,0.3,6.6
Kelvin Benjamin,SCOT,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,42.7,0.4,6.6
Travis Benjamin,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,49.1,0.2,6.4
Kevin White,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.6,0.2,6.4
Kenny Stills,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,52.2,0.2,6.4
Phillip Dorsett,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.4,2.3,0.0,3.1,40.8,0.3,6.4
Kenny Britt,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,50.3,0.2,6.4
Terrelle Pryor,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.2,1.5,0.0,3.3,46.3,0.3,6.3
Mike Wallace,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.4,42.7,0.3,6.3
Anquan Boldin,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,46.7,0.2,6.1
Terrance Williams,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,42.2,0.3,6.0
Chris Conley,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,41.3,0.3,5.8
Devin Funchess,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.5,0.3,5.7
Eli Rogers,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,42.8,0.2,5.7
Chris Hogan,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.4,37.6,0.3,5.4
Kamar Aiken,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,38.0,0.3,5.3
Tyler Boyd,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.5,3.1,0.0,2.8,35.6,0.2,5.3
Tajae Sharpe,50%,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,5.3
Jermaine Kearse,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,32.6,0.3,5.2
Robert Woods,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,2.9,34.8,0.2,5.1
Jamison Crowder,FA,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,34.5,0.2,5.0
Rishard Matthews,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.4,0.2,4.9
Charles Johnson,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,37.4,0.2,4.9
Braxton Miller,FA,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.6,3.6,0.0,2.9,32.1,0.2,4.7
Ted Ginn Jr.,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.3,31.5,0.2,4.6
Victor Cruz,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34.1,0.2,4.6
Quinton Patton,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.6
Seth Roberts,FA,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,29.4,0.2,4.3
Brandon LaFell,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,30.9,0.2,4.2
Davante Adams,FA,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,27.2,0.2,4.1
Andrew Hawkins,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.8,31.8,0.1,4.0
Cole Beasley,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.4,0.2,3.9
Andre Johnson,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,28.6,0.2,3.9
Tyrell Williams,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.2,0.2,3.7
Dorial Green-Beckham,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.6,0.2,3.6
Marqise Lee,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.4,2.8,0.0,2.1,22.6,0.2,3.6
Leonte Carroo,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,28.3,0.1,3.6
Quincy Enunwa,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.6,0.2,3.5
Jaelen Strong,FA,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,24.0,0.2,3.5
Albert Wilson,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.9,24.3,0.1,3.4
Rod Streater,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,25.7,0.1,3.3
Eddie Royal,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.4,23.2,0.1,3.2
Sammie Coates,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,21.9,0.1,3.1
Nelson Agholor,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,22.8,0.1,3.1
J.J. Nelson,FA,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.2,21.8,0.1,3.1
Bradley Marquez,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.2,0.1,2.9
Laquon Treadwell,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.8,0.1,2.8
Adam Humphries,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,17.6,0.1,2.7
Adam Thielen,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.1,0.9,0.0,1.4,18.5,0.1,2.6
Jeremy Kerley,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,19.3,0.1,2.5
Paul Richardson,FA,SEA,WR,,Mia,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.0,0.1,2.2
Brian Quick,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.6,0.1,2.2
Harry Douglas,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,15.3,0.1,2.2
Jakeem Grant,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,15.0,0.1,2.1
Ryan Grant,FA,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.1,2.1
Jordan Norwood,FA,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,14.2,0.1,2.1
Marquise Goodwin,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.0,0.1,2.1
Breshad Perriman,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.3,0.1,2.0
Jared Abbrederis,FA,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.1,2.0
Justin Hardy,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.0,0.1,2.0
Rashard Higgins,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.7,0.1,1.9
Rashad Greene,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.3,0.1,1.8
Malcolm Mitchell,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.5,0.1,1.8
Quan Bray,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7,0.1,1.8
Josh Huff,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.2,0.1,1.7
Aaron Burbridge,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,0.1,1.6
Dontrelle Inman,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.3,0.1,1.5
Lucky Whitehead,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,1.1,4.7,0.0,0.4,4.9,0.0,1.5
Brice Butler,FA,DAL,WR,,NYG,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.1,1.5
Ty Montgomery,FA,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.6,0.0,0.6,8.3,0.1,1.4
Corey Brown,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.3,1.7,0.0,0.7,9.0,0.1,1.4
Tavarres King,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.1,0.1,1.3
Danny Amendola,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,0.6,7.9,0.0,1.2
Greg Salas,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.2
Cody Latimer,FA,DEN,WR,,Car,Thu 8:30,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.8,7.9,0.0,1.2
Chris Moore,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,1.1
Cordarrelle Patterson,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.4,4.9,0.0,1.1
Justin Hunter,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.5,0.0,1.0
Andre Roberts,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.4,0.0,1.0
Andre Holmes,FA,OAK,WR,,@NO,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,6.0,0.0,0.9
Darrius Heyward-Bey,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.0,0.9
Jeff Janis,FA,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.9
Taylor Gabriel,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.8,0.0,0.8
Trevor Davis,FA,GNB,WR,,@Jax,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.5,0.0,0.8
Aldrick Robinson,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.8,0.0,0.8
Dwayne Harris,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,3.0,0.0,0.7
Demarcus Robinson,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.0,0.0,0.7
Cecil Shorts III,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.7
Jarius Wright,FA,MIN,WR,,@Ten,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.6
De'Anthony Thomas,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.7,0.0,0.2,2.5,0.0,0.6
Rashad Ross,FA,WAS,WR,,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0,0.5
Jalin Marshall,FA,NYJ,WR,,Cin,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.5
Ty Hill,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.5
Deonte Thompson,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.5
Walter Powell,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.4
Brandon Coleman,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.4
Jaron Brown,FA,ARI,WR,,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0,0.4
Keith Mumphery,FA,HOU,WR,,Chi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.6,0.0,0.4
Jordan Payton,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.3
Ricardo Louis,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.3
James Wright,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Joshua Bellamy,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Cameron Meredith,FA,CHI,WR,,@Hou,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Eric Weems,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.3
Alex Erickson,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.3
Brenton Bersin,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.3
Damiere Byrd,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.3
Isaiah Burse,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.2
Kendall Wright*,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.0,0.0,0.0,0.2
Roger Lewis,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.2
Russell Shepard,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2
Devin Hester,FA,BAL,WR,,Buf,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Bryan Walters,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2
Cody Core,FA,CIN,WR,,@NYJ,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,0.0,0.2
Brandon Tate,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Marc Mariani,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Pharoh Cooper,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Thomas,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerricho Cotchery,FA,CAR,WR,,@Den,Thu 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Welker,FA,LAR,WR,,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roddy White,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Cribbs,FA,IND,WR,,Det,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Washington,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Moore,FA,ATL,WR,,TB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Jennings,FA,MIA,WR,,@Sea,Sun 4:05,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,FA,TEN,WR,,Min,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Avant,FA,KAN,WR,,SD,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marques Colston,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Austin,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Bowe,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Jones,FA,PIT,WR,,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Jones,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Simpson,FA,SFO,WR,,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Jerome Caldwell,FA,DET,WR,,@Ind,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matthew Slater,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Johnson*,FA,SDG,WR,,@KC,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Gibson,FA,NWE,WR,,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hartline,FA,CLE,WR,,@Phi,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Harvin,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Murphy*,FA,TAM,WR,,@Atl,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Nicks,FA,NOR,WR,,Oak,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Ogletree,FA,NYG,WR,,@Dal,Sun 4:25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arrelious Benn,FA,JAC,WR,,GB,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Easley*,FA,BUF,WR,,@Bal,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Cooper,FA,PHI,WR,,Cle,Sun 1:00,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
