Player,OwnCode,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Dez Bryant,BKN,DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,72.2,0.6,10.6
Sammy Watkins,APE,BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.1,0.9,0.0,4.6,73.2,0.5,10.5
T.Y. Hilton,LOS,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.1,0.8,0.0,4.7,74.8,0.5,10.4
Jordy Nelson,APE,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,72.4,0.5,10.2
Brandon Marshall,SCOT,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72.6,0.5,10.2
Randall Cobb,SLIV,GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,1.0,4.5,0.0,5.3,64.6,0.5,9.9
Alshon Jeffery,GARI,CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,75.2,0.4,9.9
Keenan Allen,BKN,SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,75.7,0.3,9.7
Brandin Cooks,SCOT,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.5,3.1,0.0,5.5,65.1,0.4,9.6
Eric Decker,NOG,NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,64.9,0.5,9.4
Golden Tate,APE,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.4,2.9,0.0,5.6,68.7,0.3,9.4
Mike Evans,APE,TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,68.6,0.4,9.4
Donte Moncrief,BKN,IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,61.0,0.5,9.3
Marvin Jones,BKN,DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,68.8,0.4,9.2
Larry Fitzgerald,NOG,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,64.9,0.5,9.2
Michael Crabtree,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,61.1,0.5,9.1
DeSean Jackson,LOS,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,70.3,0.3,9.1
Michael Floyd,SLIV,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,64.5,0.4,9.1
John Brown,APE,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,65.7,0.4,9.1
Doug Baldwin,FUNK,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,60.9,0.5,9.0
Jeremy Maclin,LOS,KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.3,1.7,0.0,4.8,67.7,0.3,9.0
Demaryius Thomas,NOG,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,63.4,0.4,8.7
Jarvis Landry,SLIV,MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.8,2.8,0.0,7.2,65.0,0.3,8.7
Jordan Matthews,FUNK,PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,60.2,0.4,8.2
Julian Edelman,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.5,2.9,0.0,5.2,56.4,0.3,8.1
Emmanuel Sanders,FUNK,DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.3,1.6,0.0,4.8,61.5,0.3,8.1
Tyler Lockett,NOG,SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.3,2.0,0.0,3.3,50.4,0.4,8.0
Tavon Austin,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,3.2,16.5,0.1,4.2,44.3,0.2,7.9
Sterling Shepard,NOG,NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,56.9,0.3,7.6
Pierre Garcon,FA,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.1,0.4,7.6
Vincent Jackson,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,54.5,0.3,7.4
Torrey Smith,LOS,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,56.6,0.3,7.4
Corey Coleman,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.2,1.5,0.0,4.4,55.6,0.2,7.3
Stefon Diggs,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.3,1.8,0.0,4.2,55.0,0.3,7.3
Michael Thomas,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,47.6,0.4,7.2
Mohamed Sanu,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.4,2.4,0.0,4.0,48.2,0.3,7.0
Willie Snead,APE,NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,53.1,0.3,7.0
Will Fuller,WA (Wed),HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.1,0.9,0.0,3.0,49.2,0.3,7.0
Steve Smith Sr.,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,50.2,0.3,6.6
Kelvin Benjamin,SCOT,CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,42.6,0.4,6.6
Allen Hurns,GARI,JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,47.9,0.3,6.5
Travis Benjamin,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,49.1,0.2,6.5
Eli Rogers,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,48.6,0.3,6.4
Kevin White,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,49.6,0.2,6.4
Kenny Stills,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,52.1,0.2,6.4
Kenny Britt,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,50.4,0.2,6.4
Terrelle Pryor,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.2,1.5,0.0,3.3,46.3,0.3,6.3
Phillip Dorsett,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.4,2.3,0.0,3.1,40.8,0.3,6.3
Mike Wallace,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.1,0.8,0.0,3.4,42.7,0.3,6.3
Anquan Boldin,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,46.8,0.2,6.1
Chris Hogan,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,41.3,0.3,6.0
Terrance Williams,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,42.2,0.3,6.0
Chris Conley,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,41.2,0.3,5.8
Devin Funchess,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.4,0.3,5.7
Sammie Coates,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,40.7,0.3,5.7
Kamar Aiken,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,38.0,0.3,5.3
Tyler Boyd,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.5,3.1,0.0,2.8,35.9,0.2,5.3
Tajae Sharpe,GARI,TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.7,0.2,5.3
Seth Roberts,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,35.3,0.3,5.2
Jermaine Kearse,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,32.6,0.3,5.2
Robert Woods,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.1,0.9,0.0,2.9,34.8,0.2,5.1
Jamison Crowder,FA,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.1,0.7,0.0,3.6,34.5,0.2,5.0
Braxton Miller,WA (Wed),HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.6,3.6,0.0,3.1,34.5,0.2,5.0
Rishard Matthews,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,38.3,0.2,4.9
Charles Johnson,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,37.4,0.2,4.9
Ted Ginn Jr.,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.3,1.7,0.0,2.3,31.5,0.2,4.6
Leonte Carroo,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,36.7,0.2,4.6
Quinton Patton,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.4,0.2,4.6
Victor Cruz,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,34.1,0.2,4.6
Darrius Heyward-Bey,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,30.6,0.2,4.3
Brandon LaFell,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,31.1,0.2,4.2
Davante Adams,WA (Wed),GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,27.2,0.2,4.1
Cole Beasley,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.4,0.2,4.0
Andrew Hawkins,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.8,31.8,0.1,4.0
Andre Johnson,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,28.6,0.2,3.9
Marqise Lee,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.4,2.8,0.0,2.1,22.6,0.2,3.7
Nelson Agholor,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,27.4,0.2,3.7
Tyrell Williams,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,27.2,0.2,3.7
Albert Wilson,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.5,3.3,0.0,1.9,24.3,0.1,3.7
Dorial Green-Beckham,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.6,0.2,3.6
Quincy Enunwa,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,23.7,0.2,3.5
Jaelen Strong,WA (Wed),HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,23.9,0.2,3.5
Adam Humphries,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,21.5,0.2,3.2
Eddie Royal,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.1,0.8,0.0,2.4,23.2,0.1,3.2
Bradley Marquez,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,25.1,0.1,3.2
Adam Thielen,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.1,0.9,0.0,1.7,23.2,0.1,3.2
Jeremy Kerley,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,24.2,0.1,3.1
J.J. Nelson,FA,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.2,21.8,0.1,3.0
Laquon Treadwell,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,21.8,0.1,2.8
Danny Amendola,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.1,0.7,0.0,1.4,19.0,0.1,2.8
Rod Streater,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,20.6,0.1,2.7
Malcolm Mitchell,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.5,0.1,2.6
Josh Huff,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.4,15.7,0.1,2.5
Breshad Perriman,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,17.2,0.1,2.4
Jordan Norwood,WA (Wed),DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,16.3,0.1,2.3
Harry Douglas,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.3,1.8,0.0,1.2,15.3,0.1,2.3
Paul Richardson,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.0,0.1,2.2
Brian Quick,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,16.6,0.1,2.2
Ryan Grant,FA,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.5,0.1,2.1
Marquise Goodwin,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,15.0,0.1,2.0
Corey Brown,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.3,1.7,0.0,1.0,13.5,0.1,2.0
Justin Hardy,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,14.0,0.1,2.0
Jared Abbrederis,WA (Wed),GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.9,0.1,2.0
Rashad Greene,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,10.3,0.1,1.9
Rashard Higgins,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,14.7,0.1,1.9
Ty Montgomery,WA (Wed),GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.3,1.6,0.0,0.8,11.1,0.1,1.8
Quan Bray,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.7,0.1,1.8
Dontrelle Inman,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.8,0.1,1.7
Jakeem Grant,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.5,0.1,1.7
Aaron Burbridge,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.7,0.1,1.7
Aldrick Robinson,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,11.7,0.1,1.6
Lucky Whitehead,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,1.1,4.7,0.0,0.4,4.9,0.0,1.5
Brice Butler,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.9,0.1,1.5
Robby Anderson,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,10.3,0.1,1.4
Brandon Coleman,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.2,0.1,1.3
Andre Holmes,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.0,0.1,1.3
Tavarres King,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,9.1,0.1,1.3
Jeff Janis,WA (Wed),GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,8.3,0.1,1.2
Cody Latimer,WA (Wed),DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.8,7.9,0.0,1.2
Jalin Marshall,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.0,0.0,1.2
Greg Salas,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,7.8,0.1,1.2
Chris Moore,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,1.1
Cordarrelle Patterson,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.3,1.8,0.0,0.4,4.9,0.0,1.0
Demarcus Robinson,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,7.5,0.0,1.0
Andre Roberts,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.4,0.0,0.9
Chester Rogers,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.4,0.0,0.8
Dwayne Harris,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.1,0.8,0.0,0.2,3.0,0.0,0.7
Cecil Shorts III,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.7
Ricardo Louis,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.9,0.0,0.6
Joshua Bellamy,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,4.6,0.0,0.6
Brandon Tate,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.1,0.0,0.5
Rashad Ross,FA,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.9,0.0,0.5
Ty Hill,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.5
Johnny Holton,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,3.0,0.0,0.4
Alex Erickson,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.4
Jaron Brown,FA,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.8,0.0,0.4
Matthew Slater,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.7,0.0,0.4
Deonte Thompson,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.4
Tanner McEvoy,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.2,0.0,0.3
Justin Hunter,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.5,0.0,0.3
James Wright,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2.3,0.0,0.3
Eric Weems,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.3
Devin Hester,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
Roger Lewis,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.5,0.0,0.2
Russell Shepard,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.2
Marc Mariani,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Arrelious Benn,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.2,0.0,0.1
Trevor Davis,WA (Wed),GNB,WR,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
Keith Mumphery,WA (Wed),HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerricho Cotchery,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wes Welker,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roddy White,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joshua Cribbs,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Washington,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lance Moore,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Greg Jennings,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Derek Hagan,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Avant,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marques Colston,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miles Austin,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calvin Johnson,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dwayne Bowe,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Jones,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Jones,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jerome Simpson,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Jerome Caldwell,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Johnson,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Gibson,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Hartline,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Percy Harvin,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Louis Murphy,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hakeem Nicks,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Ogletree,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marcus Easley,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Riley Cooper,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Williams,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Williams,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seyi Ajirotutu,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Moore,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryan Walters,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Preston Parker,FA,FA,WR,** BYE **,0/0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Danario Alexander,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonard Hankerson,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
