Player,OwnCode,Team,Pos,Opp,GameTime,Cmp_Att,PsYds,PsTD,Int,RsAtt,RsYds,RsTD,Rec,RcYds,RcTD,FFPts
Greg Little,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincent Brown,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denarius Moore,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ricardo Lockette,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Morgan,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Ross,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Blackmon,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kendall Wright,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stephen Hill,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rueben Randle,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keshawn Martin,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarius Wright,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Graham,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Toon,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVier Posey,WA (Wed),DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaVon Brazill,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Givens,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kashif Moore,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nathan Palmer,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Owusu,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian Tyms,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeff Fuller,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Boykin,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griff Whalen,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaRon Byrd,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brittan Golden,FA,ARI,WR,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damaris Johnson,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Gordon,SCOT,CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stedman Bailey,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aaron Dobson,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Markus Wheaton,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B.J. Daniels,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cobi Hamilton,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Boyce,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Fuller,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquess Wilson,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Rick Rogers,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Spadola,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Williams,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodney Smith,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenbrell Thompkins,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles White,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marlon Brown,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shaq Evans,WA (Wed),JAC,WR,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Gallon,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Norwood,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martavis Bryant,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Saunders,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
De'Anthony Thomas,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bruce Ellington,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Street,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Washington,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Herron,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Campanaro,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brenton Bersin,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Gabriel,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Frankie Hammond,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJ Jones,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Burse,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Butler,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damian Copeland,WA (Wed),DET,WR,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Krause,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walter Powell,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Freddie Martino,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Smith,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andre Debose,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DiAndre Campbell,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Issac Blakeney,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geremy Davis,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Da'Ron Brown,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Bell,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dres Anderson,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndrew White,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kaelin Clay,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tre McBride,WA (Wed),TEN,WR,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dezmin Lewis,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Smith,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Evan Spencer,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeVante Parker,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vince Mayle,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Alford,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeAndre Smelter,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Duron Carter,WA (Wed),IND,WR,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antwan Goodley,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Matthews,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seantavius Jones,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cameron Meredith,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bennie Fowler,WA (Wed),DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Hazel,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Harper,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Murphy,WA (Wed),MIA,WR,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donteea Dye,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javontee Herndon,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Brown,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Rogers,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Doctson,FA,WAS,WR,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pharoh Cooper,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Payton,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moritz Bohringer,WA (Wed),MIN,WR,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keenan Reynolds,WA (Wed),BAL,WR,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kolby Listenbee,WA (Wed),BUF,WR,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Core,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Thomas,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lucien,FA,NWE,WR,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Demarcus Ayers,FA,PIT,WR,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Braverman,WA (Wed),CHI,WR,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Lewis Fuller,WA (Wed),ATL,WR,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charone Peake,WA (Wed),NYJ,WR,Cin,L 22-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Lawler,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max McCaffrey,WA (Wed),OAK,WR,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kasen Williams,WA (Wed),SEA,WR,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reggie Bell,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Kumerow,WA (Wed),CIN,WR,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marquez North,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Jones,WA (Wed),DAL,WR,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xavier Rush,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom Williams,WA (Wed),SDG,WR,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Damiere Byrd,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R.J. Harris,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Taylor,WA (Wed),DEN,WR,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bernard Reedy,WA (Wed),TAM,WR,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul McRoberts,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wendall Williams,WA (Wed),HOU,WR,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Dable,WA (Wed),NYG,WR,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Jennings,WA (Wed),CLE,WR,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devon Cajuste,FA,SFO,WR,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Mathews,WA (Wed),KAN,WR,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyarris Garrett,WA (Wed),CAR,WR,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bryce Treggs,WA (Wed),PHI,WR,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson Spruce,FA,LAR,WR,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommylee Lewis,WA (Wed),NOR,WR,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Reed,SLIV,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,61.3,0.6,9.7
Travis Kelce,NOG,KAN,TE,SD,W 33-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,58.1,0.4,7.9
Coby Fleener,GARI,NOR,TE,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,49.0,0.4,7.6
Delanie Walker,FUNK,TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,53.6,0.3,7.4
Gary Barnidge,BKN,CLE,TE,@Phi,L 10-29,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,54.0,0.3,7.3
Greg Olsen,SCOT,CAR,TE,@Den,L 20-21,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,53.3,0.3,7.3
Zach Ertz,LOS,PHI,TE,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,50.4,0.3,7.1
Jason Witten,FUNK,DAL,TE,NYG,L 19-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,48.1,0.3,6.8
Clive Walford,WA (Wed),OAK,TE,@NO,W 35-34,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,41.3,0.4,6.6
Martellus Bennett,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.3,43.5,0.4,6.6
Julius Thomas,LOS,JAC,TE,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.1,0.4,6.6
Antonio Gates,APE,SDG,TE,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.5,0.3,6.4
Eric Ebron,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,43.3,0.3,6.2
Jared Cook,WA (Wed),GNB,TE,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,39.5,0.3,6.0
Dwayne Allen,WA (Wed),IND,TE,Det,L 35-39,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.6,0.4,5.7
Charles Clay,WA (Wed),BUF,TE,@Bal,L 7-13,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,38.6,0.3,5.6
Zach Miller,BKN,CHI,TE,@Hou,L 14-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,40.7,0.2,5.5
Kyle Rudolph,WA (Wed),MIN,TE,@Ten,W 25-16,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.9
Larry Donnell,WA (Wed),NYG,TE,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.5,0.3,4.9
Jordan Cameron,WA (Wed),MIA,TE,@Sea,L 10-12,0/0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,34.3,0.2,4.6
Jesse James,FA,PIT,TE,@Wsh,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,28.5,0.3,4.4
Jacob Tamme,WA (Wed),ATL,TE,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,29.4,0.2,4.0
Vance McDonald,FA,SFO,TE,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,28.8,0.2,4.0
C.J. Uzomah,WA (Wed),CIN,TE,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,24.0,0.2,3.6
Crockett Gillmore,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,23.6,0.2,3.5
Virgil Green,WA (Wed),DEN,TE,Car,W 21-20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,22.4,0.2,3.4
Cameron Brate,WA (Wed),TAM,TE,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.1,0.2,3.4
Jimmy Graham,FUNK,SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.2,0.2,3.3
Austin Seferian-Jenkins,WA (Wed),TAM,TE,@Atl,W 31-24,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,23.0,0.2,3.3
Will Tye,WA (Wed),NYG,TE,@Dal,W 20-19,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,19.0,0.2,3.0
Josh Hill,WA (Wed),NOR,TE,Oak,L 34-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,18.8,0.2,3.0
Lance Kendricks,FA,LAR,TE,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.5,0.1,2.9
Luke Willson,WA (Wed),SEA,TE,Mia,W 12-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,18.5,0.2,2.9
Darren Fells,FA,ARI,TE,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,15.9,0.2,2.6
Maxx Williams,WA (Wed),BAL,TE,Buf,W 13-7,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,16.6,0.2,2.6
Austin Hooper,WA (Wed),ATL,TE,TB,L 24-31,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,16.9,0.1,2.5
Tyler Higbee,FA,LAR,TE,@SF,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,18.8,0.1,2.5
Hunter Henry,WA (Wed),SDG,TE,@KC,L 27-33,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,16.6,0.1,2.4
Tyler Kroft,WA (Wed),CIN,TE,@NYJ,W 23-22,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.5,0.1,2.3
Brent Celek,WA (Wed),PHI,TE,Cle,W 29-10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,16.7,0.1,2.3
Garrett Celek,FA,SFO,TE,LA,Mon 10:20,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,15.4,0.1,2.2
C.J. Fiedorowicz,WA (Wed),HOU,TE,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,13.1,0.1,2.1
Richard Rodgers,WA (Wed),GNB,TE,@Jax,W 27-23,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.5,0.1,2.0
Jermaine Gresham,FA,ARI,TE,NE,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,12.9,0.1,2.0
AJ Derby,FA,NWE,TE,@Ari,Sun 8:30,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,12.9,0.1,1.9
Ryan Griffin,WA (Wed),HOU,TE,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,12.9,0.1,1.9
Cole Wick,WA (Wed),DET,TE,@Ind,W 39-35,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.8
Niles Paul,FA,WAS,TE,Pit,Mon 7:10,0/0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,0.1,1.8
Anthony Fasano,WA (Wed),TEN,TE,Min,L 16-25,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.3,0.1,1.6
Marcedes Lewis,WA (Wed),JAC,TE,GB,L 23-27,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,9.7,0.1,1.6
Stephen Anderson,WA (Wed),HOU,TE,Chi,W 23-14,0/0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,10.1,0.1,1.5
